,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,97.5,389.0,99.0,99.0,98.5,98.5,99.0,424.5,294.0,96.5,537.0,99.0
codesmith.csv,395.0,581.0,99.0,1006.5,98.5,192.0,99.0,97.5,96.5,96.5,561.5,99.0
icescrum.csv,97.5,193.0,95.5,96.5,98.5,178.0,198.0,95.5,294.0,96.5,96.5,94.5
ingex.csv,197.0,573.0,95.5,99.0,99.0,98.5,99.0,86.5,294.0,96.5,442.5,97.5
jrefactory.csv,783.0,472.5,287.5,391.0,278.5,141.0,99.0,356.0,377.5,96.5,194.0,99.0
jsecurity.csv,197.5,291.5,99.0,96.5,99.0,98.5,197.0,263.5,96.5,96.5,42.5,99.0
libopenmetaverse.csv,593.0,581.0,99.0,99.0,99.0,98.5,99.0,196.0,294.0,96.5,292.5,99.0
lite.csv,196.0,190.0,193.0,633.5,94.5,98.5,99.0,196.0,96.5,95.5,292.5,392.0
mobicents.csv,197.0,290.5,193.0,819.5,99.0,97.5,99.0,196.0,195.0,96.5,640.5,98.5
opendvr.csv,197.5,94.5,99.0,364.0,94.5,98.5,97.5,366.0,96.5,94.5,139.0,98.5
openefm.csv,493.0,189.0,291.5,488.5,98.5,98.5,198.0,667.0,70.5,96.5,292.5,98.5
sidekar.csv,0.0,190.0,0.0,0.0,98.5,0.0,0.0,0.0,195.0,96.5,0.0,0.0
