,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.42,0.43,0.48,0.52,0.5,0.53,0.9,0.05,0.16,0.39,0.2,0.13,0.13,0.09,0.0,0.52,0.82
amygdala.csv,0.58,0.45,0.42,0.53,0.52,0.05,0.07,0.32,0.34,0.7,0.29,0.46,0.5,0.26,0.0,0.49,0.43
chrysalis.csv,0.46,0.33,0.4,0.23,0.25,0.14,0.39,0.76,0.27,0.43,0.63,0.2,0.37,0.81,0.0,0.48,0.24
cme.csv,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.02,0.11,1.0
hydrate.csv,0.67,0.71,0.63,0.51,0.3,0.17,0.38,0.38,0.6,0.5,0.68,0.45,0.59,0.42,0.53,0.67,0.65
ivef-sdk.csv,0.61,0.45,0.57,0.79,0.48,1.0,0.25,0.06,0.51,0.06,0.0,0.0,0.35,0.4,0.0,0.0,0.75
jmri.csv,0.43,0.29,0.68,0.2,0.22,0.62,0.45,0.71,0.4,0.38,0.64,0.4,0.17,0.09,0.0,0.28,0.24
jython.csv,0.51,0.49,0.54,0.36,0.34,0.6,0.13,0.9,0.53,0.54,0.45,0.0,0.45,0.62,0.0,0.48,0.17
kdenlive.csv,0.71,0.59,0.55,0.38,0.68,0.13,0.36,0.05,0.43,0.43,0.63,0.6,0.55,0.69,0.58,0.61,0.67
opentibia.csv,0.34,0.78,0.44,0.43,0.53,0.05,0.45,0.0,0.0,0.43,0.57,0.36,0.2,0.3,0.0,0.54,0.0
projectfactory.csv,0.54,0.45,0.45,0.16,0.66,0.11,0.65,0.0,0.59,0.61,0.6,0.35,0.47,0.05,0.0,0.63,0.68
runuomondains.csv,0.57,0.51,0.35,0.42,0.46,0.12,0.0,0.63,0.0,0.58,0.77,0.0,0.28,0.54,0.0,0.42,0.21
somap.csv,0.29,0.29,0.51,0.46,0.51,0.0,0.47,0.0,0.43,0.24,0.29,0.86,0.21,0.36,0.8,0.0,0.54
taverna.csv,0.29,0.26,0.09,0.2,0.66,0.12,0.49,0.25,0.51,0.41,0.43,0.17,0.51,0.22,0.39,0.04,0.0
tigermud.csv,0.38,0.43,0.23,0.55,0.67,0.39,0.07,0.32,0.18,0.38,0.29,0.0,0.68,0.66,0.0,0.59,0.0
x-ray-mule.csv,0.28,0.39,0.34,0.79,0.63,0.0,0.2,0.06,0.5,0.5,0.0,0.53,0.62,0.27,0.0,0.07,0.43
