,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.5,0.65,0.48,0.58,0.42,0.74,0.88,0.23,0.22,0.41,0.2,0.2,0.2,0.06,0.82,0.66,0.27
amygdala.csv,0.65,0.56,0.45,0.59,0.41,0.09,0.08,0.36,0.34,0.7,0.18,0.65,0.56,0.21,0.24,0.58,0.16
chrysalis.csv,0.56,0.43,0.45,0.27,0.24,0.18,0.39,0.63,0.32,0.48,0.3,0.28,0.43,0.59,0.91,0.55,0.17
cme.csv,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.23,0.0,0.03,0.16,0.91
hydrate.csv,0.73,0.81,0.62,0.57,0.52,0.21,0.68,0.19,0.57,0.56,0.26,0.58,0.65,0.32,0.64,0.72,0.21
ivef-sdk.csv,0.7,0.56,0.55,0.81,0.38,1.0,0.24,0.09,0.6,0.09,0.0,0.64,0.41,0.18,0.81,0.0,0.23
jmri.csv,0.53,0.4,0.66,0.24,0.18,0.72,0.44,0.56,0.45,0.42,0.36,0.52,0.24,0.12,0.95,0.37,0.17
jython.csv,0.8,0.74,0.55,0.77,0.41,0.85,0.66,0.62,0.52,0.58,0.22,0.79,0.5,0.32,0.96,0.6,0.17
kdenlive.csv,0.76,0.76,0.53,0.58,0.55,0.61,0.39,0.22,0.63,0.52,0.25,0.72,0.6,0.42,0.68,0.72,0.21
opentibia.csv,0.42,0.88,0.48,0.48,0.42,0.08,0.45,0.2,0.0,0.49,0.21,0.47,0.69,0.21,0.72,0.75,0.0
projectfactory.csv,0.61,0.56,0.47,0.21,0.53,0.16,0.67,0.23,0.57,0.62,0.25,0.46,0.52,0.04,0.52,0.68,0.21
runuomondains.csv,0.63,0.62,0.64,0.5,0.47,0.58,0.65,0.49,0.63,0.58,0.52,0.83,0.32,0.26,0.92,0.48,0.11
somap.csv,0.74,0.86,0.56,0.75,0.55,0.58,0.62,0.22,0.56,0.69,0.2,0.91,0.78,0.31,0.86,0.78,0.19
taverna.csv,0.4,0.35,0.12,0.24,0.65,0.18,0.49,0.08,0.51,0.46,0.43,0.24,0.61,0.17,0.51,0.06,0.0
tigermud.csv,0.67,0.76,0.59,0.77,0.54,0.51,0.09,0.34,0.22,0.44,0.16,0.84,0.73,0.34,0.82,0.68,0.0
x-ray-mule.csv,0.33,0.5,0.35,0.81,0.51,0.0,0.2,0.09,0.58,0.55,0.0,0.68,0.68,0.11,0.47,0.11,0.15
