,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.27,0.19,0.17,0.75,0.34,0.48,1.0,0.26,0.29,0.5,0.7,0.56,0.27,0.27
emeraldemu.csv,0.52,0.2,0.19,0.73,0.99,0.72,0.52,0.24,0.29,0.92,0.8,0.87,0.18,0.19
frogatto.csv,0.45,0.2,0.14,0.85,0.39,0.51,0.51,0.24,0.26,0.51,0.79,1.0,0.3,0.18
grafx2.csv,0.42,0.17,0.18,0.77,0.38,0.42,0.56,0.35,0.23,1.0,0.72,0.61,0.39,0.18
jahshakafx.csv,0.99,0.27,0.26,0.9,0.58,0.71,0.56,0.0,0.4,0.0,0.9,0.78,0.33,0.2
nassp.csv,0.53,0.23,0.41,0.88,0.47,0.76,0.72,0.47,1.0,0.67,1.0,0.76,0.47,0.5
netatalk.csv,0.56,0.23,0.34,0.89,0.59,0.77,0.64,0.54,0.38,0.81,0.85,0.88,1.0,0.4
open-beos.csv,0.41,0.19,0.08,0.8,0.49,1.0,0.5,0.25,0.29,0.46,0.78,0.78,0.27,0.26
psycle.csv,0.36,0.12,0.14,0.97,0.34,0.44,0.54,0.38,0.24,0.7,0.76,0.67,0.36,0.17
quantlib.csv,0.38,0.21,0.2,0.72,0.45,0.6,0.54,0.31,0.29,0.83,0.81,0.61,0.33,1.0
reaper-ecad.csv,0.3,0.3,1.0,0.86,0.48,0.38,0.47,0.0,0.42,1.0,0.83,0.6,0.71,0.0
sbml.csv,0.4,0.13,0.16,0.73,0.37,0.47,0.62,0.35,0.25,0.84,0.99,0.62,0.22,0.27
unimrcp.csv,0.58,0.2,0.35,0.89,0.6,0.6,0.62,1.0,0.43,0.9,1.0,0.94,0.5,0.31
unladen-swallow.csv,0.18,0.78,0.0,0.58,0.53,0.53,0.53,0.2,0.26,0.58,0.62,0.47,0.33,0.24
