,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.49,0.62,0.47,0.52,0.52,0.48,0.29,0.52,0.93,0.42,0.38,0.55,0.05,0.82,0.58,0.62,0.68,0.25,0.19,0.52
badtrinity-zero.csv,0.3,0.0,0.48,0.68,0.58,0.0,0.29,0.63,0.91,0.53,0.15,0.58,0.05,0.0,0.54,0.72,0.54,0.02,0.23,0.58
boost.csv,0.46,0.55,0.49,0.56,0.7,0.64,0.21,0.54,0.82,0.52,0.17,0.59,0.16,0.57,0.63,0.63,0.53,0.57,0.22,0.52
critterding.csv,0.5,0.62,0.39,0.62,0.76,0.39,0.33,0.51,0.88,0.44,0.13,0.53,0.14,0.64,0.59,0.72,0.51,0.85,0.17,0.52
enzo.csv,0.54,0.51,0.54,0.66,0.68,0.5,0.35,0.53,0.75,0.48,0.14,0.45,0.15,0.77,0.59,0.8,0.52,0.91,0.17,0.52
etics.csv,0.58,0.55,0.67,0.46,0.56,0.57,0.22,0.49,0.63,0.53,0.21,0.42,0.16,0.6,0.66,0.56,0.68,0.47,0.2,0.47
fmri-dmt.csv,0.47,0.48,0.31,0.53,0.6,0.46,0.1,0.43,0.62,0.21,0.09,0.47,0.13,0.57,0.38,0.52,0.2,0.72,0.36,0.38
genecys.csv,0.57,0.65,0.29,0.6,0.75,0.52,0.34,0.56,0.87,0.5,0.13,0.53,0.09,0.81,0.42,0.77,0.5,0.67,0.17,0.4
gusanos.csv,0.3,0.61,0.44,0.6,0.69,0.53,0.35,0.6,0.81,0.51,0.26,0.51,0.13,0.87,0.43,0.58,0.56,0.04,0.17,0.58
kftpgrabber.csv,0.05,0.5,0.13,0.38,0.58,0.56,0.15,0.31,0.17,0.57,0.22,0.29,0.15,0.66,0.51,0.43,0.69,0.22,0.07,0.33
kvs.csv,0.39,0.32,0.41,0.43,0.16,0.24,0.58,0.32,0.03,0.44,0.12,0.42,0.0,0.42,0.42,0.49,0.34,0.7,0.12,0.31
mcore3d.csv,0.11,0.49,0.12,0.54,0.74,0.46,0.36,0.46,0.86,0.42,0.09,0.24,0.14,0.75,0.44,0.71,0.51,0.18,0.18,0.52
modplug.csv,0.55,0.65,0.39,0.59,0.8,0.5,0.36,0.59,0.93,0.52,0.15,0.58,0.12,0.77,0.63,0.84,0.53,0.73,0.1,0.54
monetdb.csv,0.36,0.35,0.25,0.44,0.62,0.33,0.0,0.23,0.61,0.56,0.28,0.39,0.06,0.48,0.48,0.6,0.52,0.11,0.15,0.49
ogrehg.csv,0.44,0.63,0.48,0.55,0.72,0.59,0.18,0.63,0.89,0.55,0.2,0.53,0.17,0.72,0.7,0.69,0.59,0.72,0.22,0.53
passwordsafe.csv,0.5,0.53,0.41,0.59,0.73,0.49,0.21,0.61,0.9,0.55,0.12,0.57,0.18,0.59,0.68,0.82,0.52,0.34,0.15,0.66
projecteqemu.csv,0.52,0.44,0.5,0.47,0.61,0.55,0.17,0.46,0.65,0.53,0.29,0.27,0.19,0.54,0.69,0.57,0.58,0.54,0.15,0.63
quarkplayer.csv,0.47,0.15,0.35,0.49,0.4,0.39,0.31,0.25,0.0,0.07,0.07,0.51,0.24,0.15,0.37,0.27,0.14,0.49,0.19,0.26
reactos-mirror.csv,0.61,0.62,0.39,0.55,0.7,0.53,0.3,0.51,0.81,0.58,0.17,0.49,0.17,0.7,0.65,0.74,0.6,0.75,0.16,0.59
xbplayer.csv,0.36,0.51,0.45,0.47,0.52,0.64,0.24,0.47,0.65,0.6,0.29,0.52,0.1,0.67,0.62,0.64,0.6,0.08,0.13,0.42
