,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.72,1.0,0.52,0.66,0.68,1.0,0.76,0.59,1.0,0.65,0.31,1.0,0.93,1.0,0.57,0.54,0.34,0.86,0.84,0.56
badtrinity-zero.csv,0.81,1.0,0.51,0.46,0.65,1.0,0.83,0.52,0.56,0.76,0.93,0.77,0.92,1.0,0.57,0.65,0.54,0.99,0.57,0.64
boost.csv,0.65,0.57,0.47,0.58,0.64,0.38,0.81,0.55,0.43,0.53,0.76,0.49,0.57,0.59,0.67,0.72,0.57,0.63,0.55,0.56
critterding.csv,0.66,0.48,0.98,0.85,0.86,0.73,0.94,0.83,0.57,0.86,0.9,0.64,0.86,0.69,0.9,0.56,0.87,0.44,0.97,0.9
enzo.csv,0.8,0.74,0.43,0.89,0.68,0.64,0.92,0.63,0.66,0.85,0.85,0.87,0.62,0.54,0.76,0.84,0.55,0.3,0.94,0.78
etics.csv,0.53,0.56,0.28,0.68,0.62,0.46,0.85,0.62,0.61,0.52,0.69,0.68,0.67,0.56,0.46,0.6,0.39,0.69,0.6,0.67
fmri-dmt.csv,0.72,0.79,0.81,0.84,0.77,0.92,0.99,0.83,0.76,0.88,0.84,0.87,0.7,0.87,0.8,1.01,1.0,0.97,0.39,0.83
genecys.csv,0.78,0.88,0.9,0.68,0.84,0.67,0.64,0.86,0.39,0.71,0.8,0.84,0.79,0.97,0.72,0.93,0.92,0.89,0.81,0.68
gusanos.csv,0.8,0.75,0.57,0.58,0.56,0.71,0.63,0.57,0.92,0.89,0.49,0.79,0.66,0.26,0.74,0.69,0.51,0.98,0.68,0.56
kftpgrabber.csv,0.97,0.63,0.92,0.75,0.61,0.46,0.9,0.8,0.91,0.46,0.83,0.81,0.68,0.51,0.61,0.73,0.32,0.87,0.91,0.79
kvs.csv,0.72,0.8,0.59,0.7,0.91,0.83,0.35,0.77,0.99,0.63,0.79,0.67,1.01,0.8,0.7,0.67,0.77,0.47,0.95,0.78
mcore3d.csv,0.94,0.68,0.92,0.6,0.52,0.66,0.74,0.63,0.9,0.65,0.84,0.84,0.62,0.4,0.78,0.45,0.54,0.9,0.66,0.55
modplug.csv,0.86,0.81,0.95,0.86,0.91,0.84,0.76,0.77,0.78,0.84,0.88,0.74,0.99,0.84,0.89,0.34,0.87,0.48,0.96,0.85
monetdb.csv,0.76,0.77,0.85,0.69,0.61,0.75,1.0,0.86,0.56,0.48,0.47,0.73,0.9,0.68,0.65,0.56,0.52,0.94,0.84,0.58
ogrehg.csv,0.68,0.47,0.48,0.58,0.58,0.45,0.85,0.44,0.37,0.49,0.58,0.55,0.56,0.46,0.47,0.62,0.44,0.61,0.59,0.59
passwordsafe.csv,0.61,0.59,0.9,0.59,0.7,0.56,0.83,0.59,0.36,0.55,0.79,0.73,0.52,0.61,0.46,0.3,0.84,0.8,0.71,0.39
projecteqemu.csv,0.59,0.69,0.47,0.66,0.56,0.49,0.9,0.65,0.6,0.53,0.6,0.82,0.54,0.62,0.4,0.6,0.45,0.65,0.73,0.45
quarkplayer.csv,0.66,0.91,0.76,0.69,0.75,0.68,0.69,0.86,1.0,0.97,0.92,0.62,0.4,0.93,0.75,0.84,0.91,0.76,0.61,0.82
reactos-mirror.csv,0.47,0.53,0.95,0.62,0.73,0.52,0.72,0.72,0.61,0.48,0.62,0.59,0.59,0.7,0.57,0.52,0.48,0.53,0.71,0.48
xbplayer.csv,0.74,0.61,0.62,0.67,0.65,0.37,0.85,0.64,0.55,0.48,0.42,0.56,0.79,0.48,0.48,0.63,0.5,0.96,0.76,0.69
