,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,0.66,0.47,0.51,0.58,0.63,0.72,0.92,0.61,0.67,0.6,0.08,0.55,0.62,0.66,0.69,0.48,0.69
emeraldemu.csv,0.33,0.59,0.4,0.8,0.83,0.78,0.69,0.09,0.74,0.81,0.7,0.74,0.6,0.69,0.67,0.61,0.52
grafx2.csv,0.34,0.43,0.44,0.57,0.79,0.76,0.55,0.42,0.57,0.57,0.6,0.57,0.61,0.02,0.51,0.28,0.64
jahshakafx.csv,0.01,0.6,0.57,0.85,0.83,0.86,0.81,0.58,0.77,0.72,0.71,0.81,0.75,0.89,0.66,0.72,0.76
kindb.csv,0.38,0.44,0.43,0.38,0.68,0.64,0.52,0.43,0.53,0.57,0.52,0.46,0.52,0.55,0.45,0.03,0.45
maya-work-in-progress.csv,0.6,0.7,0.61,0.5,0.57,0.6,0.76,0.72,0.69,0.06,0.92,0.68,0.89,0.66,0.97,0.71,0.75
novembre.csv,0.6,0.69,0.68,0.84,0.94,0.82,0.2,0.64,0.88,0.78,0.82,0.8,0.73,0.65,0.87,0.69,0.75
ns-3.csv,0.52,0.71,0.68,0.68,0.7,0.01,0.78,0.62,0.55,0.71,0.68,0.78,0.65,0.53,0.66,0.31,0.7
nullc.csv,0.97,0.93,0.95,0.99,0.02,0.9,0.9,0.69,0.85,0.96,0.61,0.66,0.98,0.5,0.72,0.71,0.82
open-beos.csv,0.49,0.64,0.44,0.51,0.71,0.67,0.62,0.54,0.06,0.57,0.78,0.62,0.55,0.77,0.59,0.61,0.51
pixel-commandos.csv,0.77,0.51,0.65,0.52,0.86,0.94,0.87,0.67,0.91,0.94,0.86,0.93,0.8,0.61,0.68,0.88,0.0
planeshift.csv,0.77,0.7,0.8,0.88,0.74,0.62,0.75,0.65,0.6,0.76,0.66,0.7,0.02,0.84,0.65,0.94,0.65
plee-the-bear.csv,0.91,0.89,0.15,0.92,1.05,0.95,0.89,0.91,0.94,0.96,0.79,0.98,0.88,0.97,0.92,0.98,1.1
reaper-ecad.csv,0.84,0.85,0.81,0.01,1.02,0.75,0.7,0.72,0.84,0.91,0.77,0.88,0.66,0.91,0.94,0.96,0.81
sbml.csv,0.4,0.64,0.51,0.72,0.57,0.65,0.7,0.67,0.63,0.69,0.57,0.49,0.72,0.44,0.04,0.53,0.6
unimrcp.csv,0.67,0.9,0.88,0.85,0.8,0.93,0.85,0.9,0.93,0.87,0.76,0.04,0.91,0.93,0.88,0.76,0.76
unladen-swallow.csv,0.93,0.5,0.9,0.98,0.97,0.82,0.75,0.84,0.84,0.93,0.87,0.91,0.81,0.84,0.93,0.81,1.25
