,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,0.52,0.66,0.82,0.46,0.38,0.57,0.27,0.51,0.38,0.41,0.92,0.78,0.5,0.35,0.55,0.59,0.75
emeraldemu.csv,0.81,0.42,0.64,0.21,0.18,0.24,0.33,0.91,0.26,0.19,0.57,0.3,0.44,0.42,0.45,0.44,0.5
grafx2.csv,0.81,0.77,0.79,0.5,0.26,0.26,0.53,0.66,0.54,0.44,0.55,0.52,0.44,0.98,0.7,0.79,0.5
jahshakafx.csv,0.99,0.43,0.45,0.17,0.18,0.14,0.27,0.44,0.25,0.28,0.33,0.22,0.26,0.12,0.34,0.29,0.25
kindb.csv,0.75,0.81,0.79,0.88,0.34,0.44,0.8,0.69,0.52,0.44,0.67,0.7,0.54,0.47,0.64,0.97,1.0
maya-work-in-progress.csv,0.98,0.89,0.85,0.75,0.84,0.64,0.87,0.91,0.78,0.94,0.92,0.96,0.93,0.93,0.93,0.82,0.75
novembre.csv,0.41,0.32,0.36,0.17,0.08,0.18,0.8,0.37,0.12,0.22,0.2,0.26,0.31,0.4,0.18,0.47,0.25
ns-3.csv,0.83,0.31,0.82,0.58,0.32,0.99,0.93,0.74,0.57,0.66,0.41,0.81,0.78,0.65,0.5,0.82,0.5
nullc.csv,0.95,0.9,0.97,0.96,0.98,0.91,0.93,0.85,0.8,0.78,0.47,0.78,0.95,0.77,0.79,0.82,0.75
open-beos.csv,0.62,0.65,0.73,0.58,0.34,0.52,0.67,0.61,0.94,0.44,0.55,0.7,0.62,0.88,0.68,0.76,0.75
pixel-commandos.csv,0.23,0.56,0.36,0.75,0.14,0.06,0.13,0.34,0.09,0.06,0.14,0.07,0.2,0.4,0.32,0.12,1.0
planeshift.csv,0.92,0.86,0.94,0.96,0.5,0.67,0.73,0.87,0.76,0.88,0.67,0.81,0.99,0.81,0.82,0.94,0.75
plee-the-bear.csv,0.42,0.11,0.85,0.08,0.68,0.82,0.6,0.55,0.74,0.94,0.63,0.78,0.56,0.4,0.51,0.56,0.5
reaper-ecad.csv,0.79,0.47,0.85,1.0,0.8,0.79,0.6,0.7,0.68,0.84,0.51,0.33,0.56,0.86,0.58,0.79,0.75
sbml.csv,0.78,0.8,0.82,0.88,0.46,0.59,0.73,0.84,0.69,0.53,0.71,0.78,0.83,0.58,0.96,0.71,1.0
unimrcp.csv,0.34,0.11,0.12,0.17,0.2,0.07,0.2,0.1,0.07,0.16,0.27,0.96,0.09,0.07,0.12,0.24,0.25
unladen-swallow.csv,0.12,0.5,0.36,0.17,0.36,0.57,0.47,0.34,0.53,0.75,0.14,0.41,0.31,0.37,0.41,0.71,0.0
