,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,0.52,0.66,0.74,0.5,0.43,0.54,0.29,0.53,0.42,0.46,0.93,0.7,0.52,0.4,0.53,0.62,0.61
emeraldemu.csv,0.79,0.47,0.67,0.25,0.21,0.28,0.37,0.93,0.3,0.23,0.54,0.34,0.48,0.45,0.48,0.48,0.55
grafx2.csv,0.79,0.74,0.75,0.53,0.3,0.3,0.56,0.68,0.56,0.49,0.56,0.55,0.48,0.98,0.67,0.79,0.52
jahshakafx.csv,0.99,0.48,0.5,0.2,0.21,0.17,0.31,0.49,0.29,0.33,0.37,0.26,0.3,0.15,0.39,0.33,0.29
kindb.csv,0.74,0.76,0.75,0.82,0.39,0.47,0.72,0.69,0.56,0.49,0.65,0.69,0.57,0.52,0.65,0.98,0.86
maya-work-in-progress.csv,0.76,0.65,0.7,0.71,0.72,0.61,0.58,0.63,0.63,0.95,0.32,0.69,0.37,0.69,0.13,0.62,0.58
novembre.csv,0.46,0.37,0.4,0.2,0.1,0.21,0.83,0.42,0.15,0.26,0.24,0.3,0.35,0.44,0.21,0.49,0.29
ns-3.csv,0.74,0.36,0.64,0.55,0.36,0.99,0.57,0.65,0.59,0.58,0.44,0.55,0.65,0.64,0.51,0.8,0.5
nullc.csv,0.13,0.3,0.21,0.05,0.98,0.37,0.35,0.65,0.47,0.23,0.5,0.64,0.09,0.71,0.6,0.62,0.51
open-beos.csv,0.63,0.6,0.71,0.6,0.38,0.52,0.62,0.61,0.95,0.49,0.5,0.63,0.62,0.57,0.63,0.66,0.7
pixel-commandos.csv,0.27,0.59,0.41,0.7,0.17,0.07,0.16,0.39,0.11,0.07,0.17,0.09,0.24,0.45,0.37,0.15,1.0
planeshift.csv,0.59,0.63,0.54,0.4,0.49,0.62,0.57,0.68,0.67,0.6,0.6,0.62,0.99,0.48,0.67,0.24,0.64
plee-the-bear.csv,0.39,0.13,0.88,0.1,0.0,0.26,0.43,0.41,0.3,0.17,0.52,0.17,0.44,0.35,0.4,0.32,0.09
reaper-ecad.csv,0.48,0.44,0.52,1.0,0.0,0.58,0.56,0.58,0.48,0.36,0.48,0.35,0.55,0.36,0.38,0.23,0.52
sbml.csv,0.76,0.67,0.74,0.63,0.5,0.57,0.6,0.66,0.62,0.52,0.66,0.73,0.61,0.62,0.97,0.67,0.77
unimrcp.csv,0.39,0.13,0.15,0.2,0.24,0.09,0.23,0.12,0.09,0.19,0.31,0.97,0.11,0.09,0.15,0.28,0.29
unladen-swallow.csv,0.14,0.55,0.36,0.2,0.34,0.49,0.47,0.36,0.46,0.35,0.17,0.39,0.34,0.38,0.38,0.52,0.0
