,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,0.41,0.32,0.17,0.32,0.54,0.61,0.2,0.44,0.43,0.53,0.95,0.49,0.62,0.49,0.62,0.69,0.09
emeraldemu.csv,0.67,0.34,0.31,0.19,0.3,0.36,0.37,0.95,0.39,0.32,0.54,0.31,0.59,0.48,0.56,0.57,0.22
grafx2.csv,0.66,0.34,0.2,0.29,0.39,0.39,0.46,0.59,0.53,0.55,0.57,0.44,0.58,0.99,0.75,0.84,0.09
jahshakafx.csv,0.99,0.3,0.24,0.14,0.3,0.24,0.24,0.49,0.33,0.43,0.42,0.24,0.4,0.2,0.5,0.43,0.12
kindb.csv,0.62,0.34,0.2,0.4,0.49,0.55,0.52,0.59,0.56,0.55,0.65,0.53,0.67,0.59,0.73,0.99,0.16
maya-work-in-progress.csv,0.58,0.25,0.15,0.32,0.86,0.68,0.45,0.52,0.57,0.97,0.66,0.5,0.84,0.74,0.8,0.77,0.08
novembre.csv,0.48,0.29,0.14,0.17,0.14,0.3,0.89,0.45,0.21,0.34,0.29,0.25,0.45,0.49,0.28,0.56,0.17
ns-3.csv,0.56,0.26,0.13,0.22,0.47,1.0,0.47,0.5,0.54,0.51,0.47,0.42,0.79,0.65,0.59,0.85,0.08
nullc.csv,0.46,0.2,0.11,0.22,0.99,0.77,0.43,0.51,0.53,0.5,0.53,0.45,0.84,0.71,0.76,0.77,0.08
open-beos.csv,0.53,0.23,0.2,0.32,0.49,0.59,0.43,0.5,0.97,0.57,0.51,0.44,0.71,0.69,0.72,0.75,0.13
pixel-commandos.csv,0.33,0.31,0.2,0.31,0.25,0.11,0.24,0.44,0.16,0.11,0.24,0.14,0.33,0.55,0.48,0.21,1.0
planeshift.csv,0.5,0.24,0.13,0.24,0.62,0.69,0.41,0.53,0.59,0.59,0.61,0.44,0.99,0.64,0.78,0.79,0.1
plee-the-bear.csv,0.28,0.15,0.92,0.14,0.72,0.72,0.32,0.33,0.48,0.56,0.55,0.35,0.63,0.38,0.56,0.57,0.04
reaper-ecad.csv,0.43,0.14,0.12,0.98,0.79,0.73,0.38,0.44,0.48,0.53,0.49,0.23,0.66,0.65,0.6,0.71,0.08
sbml.csv,0.61,0.25,0.17,0.26,0.61,0.64,0.42,0.51,0.55,0.47,0.65,0.52,0.81,0.68,0.98,0.74,0.13
unimrcp.csv,0.41,0.13,0.11,0.14,0.33,0.12,0.21,0.15,0.12,0.22,0.36,0.96,0.16,0.12,0.21,0.38,0.15
unladen-swallow.csv,0.13,0.59,0.06,0.07,0.47,0.59,0.33,0.27,0.41,0.49,0.22,0.25,0.43,0.4,0.48,0.69,0.0
