,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.41,0.09,0.02,0.06,0.03,0.07,0.04,0.02,0.0,0.0,0.0,0.49,0.05,0.21,0.07,0.55,0.0
botsnscouts.csv,0.12,0.14,0.0,0.0,0.23,0.07,0.0,0.0,0.25,0.0,0.06,0.04,0.47,0.11,0.31,0.03,0.12
cities3d.csv,0.41,0.25,0.34,0.0,0.23,0.25,0.52,0.33,1.0,0.34,0.43,0.35,0.05,0.37,0.2,1.0,0.06
dynalloy.csv,0.0,0.97,0.85,0.91,0.81,0.98,0.85,1.0,0.5,0.12,0.92,0.65,0.92,0.84,0.8,0.79,0.94
electric-core.csv,0.59,0.0,0.49,0.43,0.65,0.41,0.52,0.8,0.0,0.5,0.66,0.45,0.34,0.58,0.42,0.55,0.82
findbugs.csv,0.44,0.37,0.64,0.57,0.52,0.48,0.3,0.09,1.0,0.28,0.45,0.74,0.32,0.53,0.02,0.93,0.18
img-browse-sort.csv,0.25,0.72,0.09,0.38,0.1,0.23,0.04,0.31,1.0,0.26,0.26,0.28,0.0,0.32,0.18,0.28,0.0
jparsec.csv,0.59,0.7,0.64,0.84,0.71,0.61,0.41,0.53,0.5,0.68,0.7,0.01,0.66,0.79,0.67,0.07,0.47
moast.csv,0.03,0.04,0.04,0.11,0.1,0.05,0.04,0.38,0.0,0.1,0.02,0.07,0.16,0.0,0.0,0.03,0.06
mptvseries.csv,0.24,0.23,0.04,0.53,0.0,0.57,0.3,0.49,0.5,0.49,0.06,1.0,0.13,0.37,0.24,0.34,0.12
mvnforum.csv,0.25,0.03,0.06,0.06,0.03,0.02,0.0,0.04,0.5,0.19,0.38,0.32,0.13,0.11,0.09,0.0,0.24
nosleepsoftware.csv,0.18,0.19,0.02,0.27,0.39,0.27,0.11,0.27,0.5,0.16,0.25,0.12,0.29,0.32,0.29,0.62,0.24
ogre.csv,1.0,0.98,1.0,0.99,0.87,0.98,1.0,1.0,0.0,1.0,1.0,1.0,0.92,1.0,1.0,0.97,1.0
openfrag.csv,0.46,0.62,0.62,0.62,0.45,0.82,0.67,0.55,1.0,0.57,0.02,0.91,0.84,0.68,0.87,0.52,0.29
qdvdauthor.csv,0.35,0.33,0.43,0.18,0.48,0.39,0.15,0.47,0.5,0.51,0.11,0.54,0.16,0.0,0.4,0.0,0.12
sumatrapdf.csv,0.54,0.8,0.3,0.62,0.32,0.52,0.52,0.0,1.0,0.46,0.32,0.96,0.39,0.47,0.53,0.66,0.12
zxing.csv,0.6,0.19,0.55,0.51,0.39,0.32,0.26,0.0,0.75,0.62,0.43,0.45,0.5,0.37,0.44,0.62,0.0
