,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.64,0.99,0.5,0.97,0.67,0.75,0.75,0.75,0.8,0.93,0.83,0.57,0.5,0.77,0.89,0.61,0.91
botsnscouts.csv,0.92,0.98,0.0,0.0,0.75,0.88,0.46,0.0,0.95,0.0,0.86,0.8,0.41,0.88,0.54,0.89,0.8
cities3d.csv,0.86,0.99,0.95,0.97,0.91,0.94,0.84,0.96,0.72,0.89,0.88,0.9,0.5,0.9,0.94,0.58,0.83
dynalloy.csv,0.72,0.36,0.41,0.36,0.42,0.32,0.33,0.35,0.48,0.91,0.47,0.36,0.3,0.39,0.33,0.46,0.35
electric-core.csv,0.54,0.86,0.59,0.62,0.55,0.67,0.59,0.43,0.52,0.61,0.7,0.53,0.56,0.56,0.53,0.69,0.63
findbugs.csv,0.67,0.63,0.6,0.52,0.5,0.64,0.83,0.93,0.6,0.68,0.7,0.56,0.72,0.58,0.67,0.7,0.93
img-browse-sort.csv,0.64,0.43,0.75,0.56,0.75,0.8,0.62,0.65,0.96,0.61,0.74,0.54,0.83,0.65,0.7,0.97,0.83
jparsec.csv,0.44,0.4,0.36,0.33,0.38,0.42,0.46,0.38,0.42,0.34,0.46,0.6,0.35,0.35,0.37,0.97,0.46
moast.csv,0.92,0.97,0.5,0.98,0.67,0.88,0.0,0.53,0.89,0.86,0.83,0.89,0.86,0.0,0.5,0.42,0.5
mptvseries.csv,0.7,0.75,0.5,0.52,0.58,0.45,0.61,0.49,0.79,0.54,0.95,0.39,0.88,0.7,0.63,0.8,0.92
mvnforum.csv,0.74,0.97,0.8,0.97,0.5,0.71,0.0,0.92,0.96,0.71,0.71,0.63,0.8,0.86,0.88,0.91,0.93
nosleepsoftware.csv,0.94,0.6,0.67,0.79,0.61,0.6,0.82,0.54,0.56,0.93,0.56,0.82,0.5,0.55,0.52,0.74,0.5
ogre.csv,0.39,0.37,0.43,0.35,0.37,0.31,0.32,0.34,0.43,0.35,0.43,0.39,0.33,0.38,0.32,0.39,0.39
openfrag.csv,0.48,0.37,0.44,0.38,0.43,0.35,0.38,0.46,0.53,0.37,0.52,0.39,0.31,0.39,0.33,0.41,0.36
qdvdauthor.csv,0.57,0.6,0.7,0.99,0.52,0.5,0.71,0.57,0.94,0.4,0.58,0.51,0.89,0.42,0.65,0.46,0.92
sumatrapdf.csv,0.45,0.4,0.63,0.42,0.45,0.4,0.5,0.66,0.63,0.4,0.5,0.41,0.5,0.47,0.4,0.45,0.39
zxing.csv,0.52,0.8,0.53,0.51,0.46,0.75,0.61,0.89,0.72,0.43,0.63,0.52,0.42,0.37,0.48,0.51,0.41
