,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.8,0.78,0.94,0.71,0.9,0.95,0.89,0.9,0.98,0.12,0.91,0.79,1.0,0.8,0.79,1.03,0.8
botsnscouts.csv,0.99,0.82,1.0,0.97,0.77,0.73,0.04,1.0,0.94,0.94,0.94,0.96,0.84,0.86,0.71,0.97,0.95
cities3d.csv,0.71,0.84,0.71,0.08,0.82,0.76,0.97,0.87,1.1,0.77,0.76,0.73,1.0,0.75,0.71,1.08,0.91
dynalloy.csv,0.04,0.97,0.91,0.92,0.83,0.98,0.86,1.0,0.52,0.82,0.96,0.7,0.93,0.85,0.83,0.81,0.95
electric-core.csv,0.75,0.1,0.51,0.59,0.77,0.78,0.68,0.97,0.21,0.75,0.95,0.59,0.7,0.72,0.63,1.06,1.0
findbugs.csv,0.58,0.47,0.67,0.58,0.58,0.78,0.7,0.72,1.08,0.52,0.63,0.85,0.62,0.68,0.07,1.26,0.81
img-browse-sort.csv,0.63,0.74,1.0,0.5,0.54,0.76,0.56,0.55,1.26,0.74,0.62,0.62,0.08,0.72,0.6,0.95,0.89
jparsec.csv,0.8,0.73,0.69,0.85,0.72,0.73,0.55,0.59,0.59,0.7,0.76,0.07,0.73,0.8,0.7,0.87,0.67
moast.csv,0.83,0.98,1.0,0.9,1.0,0.67,1.0,0.75,0.96,1.01,0.92,0.91,0.94,0.97,0.93,0.03,0.98
mptvseries.csv,0.59,0.5,1.0,0.57,0.0,0.63,0.7,0.61,0.75,0.79,0.73,1.0,0.78,0.62,0.49,0.92,0.81
mvnforum.csv,0.74,0.94,0.88,0.76,0.95,0.11,0.96,0.68,1.03,0.77,0.64,0.66,1.01,0.88,0.86,0.95,0.84
nosleepsoftware.csv,1.02,0.58,0.13,0.7,0.79,0.88,0.71,0.64,0.81,0.77,0.83,0.81,0.68,0.72,0.7,1.13,0.72
ogre.csv,1.0,0.98,1.0,0.99,0.87,0.98,1.0,1.0,0.0,1.0,1.0,1.0,0.93,1.0,1.0,0.97,1.01
openfrag.csv,0.57,0.68,0.83,0.64,0.48,0.83,0.73,0.62,1.12,0.63,0.06,0.91,0.87,0.71,0.87,0.52,0.42
qdvdauthor.csv,0.61,0.62,1.09,0.83,0.68,0.48,0.65,0.57,0.94,0.57,0.35,0.66,0.79,0.05,0.82,0.08,0.83
sumatrapdf.csv,0.67,0.82,0.75,0.66,0.49,0.62,0.71,0.06,1.2,0.52,0.45,0.96,0.61,0.57,0.59,0.67,0.41
zxing.csv,0.86,0.56,0.83,0.56,0.47,0.94,0.65,0.71,1.1,0.69,0.72,0.66,0.79,0.48,0.81,0.66,0.0
