,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.31,0.23,0.06,0.3,0.11,0.06,0.11,0.1,0.02,0.88,0.09,0.38,0.0,0.22,0.21,0.13,0.2
botsnscouts.csv,0.02,0.2,0.0,0.03,0.26,0.28,0.96,0.0,0.09,0.06,0.06,0.04,0.31,0.15,0.36,0.03,0.05
cities3d.csv,0.42,0.2,0.38,0.92,0.21,0.28,0.19,0.19,0.55,0.31,0.38,0.36,0.0,0.35,0.32,0.6,0.09
dynalloy.csv,0.96,0.96,0.69,0.86,0.79,0.94,0.93,0.94,0.87,0.19,0.73,0.73,0.85,0.88,0.79,0.83,0.84
electric-core.csv,0.54,0.9,0.88,0.59,0.58,0.33,0.56,0.45,0.79,0.44,0.32,0.62,0.38,0.57,0.54,0.1,0.43
findbugs.csv,0.62,0.71,0.81,0.89,0.74,0.39,0.37,0.29,0.59,0.56,0.56,0.58,0.46,0.57,0.93,0.14,0.21
img-browse-sort.csv,0.42,0.82,0.0,0.68,0.47,0.28,0.44,0.55,0.23,0.31,0.44,0.44,0.92,0.35,0.43,0.09,0.11
jparsec.csv,0.46,0.8,0.75,0.89,0.89,0.61,0.63,0.74,0.7,0.81,0.7,0.93,0.69,0.85,0.79,0.14,0.52
moast.csv,0.17,0.02,0.0,0.11,0.0,0.33,0.0,0.35,0.04,0.0,0.08,0.09,0.08,0.02,0.07,1.0,0.02
mptvseries.csv,0.46,0.55,0.0,0.81,1.0,0.72,0.37,0.65,0.44,0.38,0.27,1.0,0.23,0.5,0.57,0.15,0.2
mvnforum.csv,0.31,0.06,0.12,0.24,0.05,0.89,0.04,0.32,0.1,0.25,0.48,0.42,0.0,0.12,0.14,0.05,0.2
nosleepsoftware.csv,0.0,0.45,0.88,0.35,0.32,0.17,0.3,0.42,0.36,0.25,0.21,0.2,0.38,0.35,0.36,0.06,0.32
ogre.csv,1.0,0.95,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.85,0.98,1.0,1.0,0.89
openfrag.csv,0.67,0.71,0.44,0.81,0.84,0.89,0.7,0.71,0.5,0.75,0.94,0.98,0.77,0.82,0.89,0.98,0.7
qdvdauthor.csv,0.5,0.48,0.0,0.19,0.53,0.72,0.37,0.68,0.2,0.75,0.67,0.62,0.23,0.95,0.29,0.92,0.18
sumatrapdf.csv,0.6,0.8,0.31,0.76,0.63,0.67,0.52,0.94,0.35,0.75,0.68,0.93,0.54,0.68,0.75,0.88,0.61
zxing.csv,0.38,0.47,0.38,0.76,0.74,0.11,0.41,0.29,0.19,0.69,0.42,0.51,0.38,0.7,0.32,0.77,1.0
