,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.34,0.27,0.07,0.35,0.13,0.07,0.13,0.12,0.02,0.9,0.11,0.4,0.0,0.26,0.25,0.15,0.24
botsnscouts.csv,0.02,0.24,0.0,0.04,0.3,0.33,0.97,0.0,0.11,0.07,0.07,0.05,0.34,0.18,0.4,0.04,0.06
cities3d.csv,0.45,0.23,0.42,0.93,0.25,0.32,0.22,0.22,0.0,0.35,0.41,0.4,0.0,0.38,0.36,0.0,0.11
dynalloy.csv,0.97,0.13,0.4,0.32,0.48,0.09,0.46,0.0,0.76,0.23,0.28,0.6,0.29,0.46,0.5,0.52,0.23
electric-core.csv,0.51,0.92,0.77,0.59,0.51,0.36,0.54,0.36,0.82,0.45,0.32,0.6,0.42,0.53,0.55,0.12,0.34
findbugs.csv,0.61,0.69,0.65,0.73,0.67,0.41,0.41,0.34,0.0,0.59,0.56,0.47,0.49,0.55,0.94,0.12,0.25
img-browse-sort.csv,0.46,0.59,0.0,0.67,0.52,0.32,0.49,0.57,0.0,0.35,0.48,0.48,0.93,0.39,0.48,0.11,0.13
jparsec.csv,0.45,0.6,0.62,0.47,0.63,0.55,0.62,0.66,0.65,0.62,0.55,0.94,0.57,0.53,0.62,0.17,0.52
moast.csv,0.2,0.02,0.0,0.13,0.0,0.38,0.0,0.38,0.05,0.0,0.1,0.11,0.1,0.02,0.09,0.99,0.02
mptvseries.csv,0.5,0.58,0.0,0.71,1.0,0.63,0.41,0.62,0.45,0.4,0.31,0.0,0.27,0.52,0.6,0.18,0.24
mvnforum.csv,0.35,0.07,0.15,0.28,0.06,0.91,0.05,0.37,0.12,0.29,0.5,0.45,0.0,0.15,0.17,0.06,0.23
nosleepsoftware.csv,0.0,0.49,0.9,0.39,0.35,0.2,0.35,0.46,0.38,0.29,0.25,0.24,0.42,0.39,0.4,0.07,0.36
ogre.csv,0.0,0.09,0.0,0.05,0.43,0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.29,0.0,0.0,0.13,0.0
openfrag.csv,0.64,0.6,0.43,0.66,0.76,0.5,0.57,0.64,0.0,0.65,0.95,0.33,0.44,0.62,0.41,0.81,0.7
qdvdauthor.csv,0.52,0.51,0.0,0.22,0.53,0.69,0.42,0.64,0.23,0.68,0.7,0.58,0.27,0.96,0.32,0.93,0.21
sumatrapdf.csv,0.57,0.5,0.35,0.63,0.64,0.62,0.51,0.95,0.0,0.7,0.68,0.17,0.55,0.64,0.67,0.67,0.65
zxing.csv,0.38,0.51,0.39,0.68,0.71,0.13,0.45,0.34,0.2,0.59,0.44,0.52,0.4,0.68,0.35,0.64,1.0
