,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.3,0.29,0.11,0.31,0.18,0.09,0.19,0.17,0.04,0.93,0.17,0.35,0.0,0.34,0.32,0.22,0.33
botsnscouts.csv,0.03,0.23,0.0,0.05,0.32,0.38,0.98,0.0,0.17,0.12,0.11,0.08,0.23,0.25,0.38,0.07,0.1
cities3d.csv,0.4,0.19,0.32,0.94,0.27,0.29,0.22,0.22,0.7,0.23,0.44,0.38,0.0,0.46,0.39,0.69,0.16
dynalloy.csv,0.98,0.35,0.33,0.15,0.51,0.44,0.67,0.5,0.93,0.22,0.59,0.54,0.37,0.77,0.51,0.86,0.79
electric-core.csv,0.42,0.94,0.53,0.19,0.44,0.29,0.54,0.31,0.88,0.25,0.34,0.54,0.32,0.62,0.48,0.17,0.51
findbugs.csv,0.52,0.46,0.44,0.22,0.57,0.3,0.44,0.4,0.73,0.41,0.58,0.43,0.39,0.63,0.95,0.23,0.34
img-browse-sort.csv,0.45,0.37,0.0,0.23,0.58,0.3,0.6,0.52,0.37,0.26,0.53,0.48,0.96,0.47,0.5,0.16,0.19
jparsec.csv,0.37,0.37,0.41,0.16,0.59,0.39,0.62,0.55,0.82,0.35,0.62,0.95,0.38,0.76,0.55,0.24,0.62
moast.csv,0.28,0.04,0.0,0.1,0.0,0.46,0.0,0.35,0.08,0.0,0.14,0.15,0.1,0.05,0.13,1.0,0.03
mptvseries.csv,0.49,0.46,0.0,0.22,1.0,0.46,0.44,0.51,0.61,0.22,0.41,0.57,0.29,0.6,0.58,0.25,0.32
mvnforum.csv,0.35,0.1,0.19,0.25,0.1,0.91,0.07,0.47,0.18,0.24,0.54,0.44,0.0,0.21,0.22,0.09,0.31
nosleepsoftware.csv,0.0,0.42,0.9,0.17,0.32,0.18,0.42,0.44,0.52,0.26,0.3,0.29,0.34,0.47,0.39,0.1,0.46
ogre.csv,0.53,0.34,0.41,0.16,0.58,0.46,0.65,0.53,1.0,0.32,0.71,0.57,0.37,0.8,0.55,0.94,0.81
openfrag.csv,0.54,0.36,0.27,0.19,0.65,0.46,0.59,0.53,0.66,0.36,0.96,0.58,0.36,0.77,0.54,0.96,0.78
qdvdauthor.csv,0.47,0.35,0.0,0.12,0.45,0.54,0.49,0.54,0.33,0.38,0.76,0.51,0.27,0.97,0.3,0.96,0.29
sumatrapdf.csv,0.47,0.34,0.29,0.18,0.59,0.45,0.51,0.97,0.51,0.41,0.7,0.55,0.4,0.71,0.58,0.9,0.74
zxing.csv,0.31,0.43,0.25,0.21,0.62,0.12,0.49,0.45,0.32,0.32,0.48,0.46,0.27,0.75,0.32,0.83,1.0
