,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,1.0,12.0,1.0,17.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,50.0,3.0,0.0,0.0,0.0
botsnscouts.csv,1.0,9.0,62.0,0.0,3.0,2.0,0.0,85.0,0.0,0.0,0.0,3.0,14.0,0.0,1.0,0.0,1.0
cities3d.csv,2.0,7.0,1.0,0.0,5.0,1.0,8.0,0.0,0.0,5.0,3.0,3.0,50.0,0.0,0.0,2.0,0.0
dynalloy.csv,0.0,7.0,1.0,48.0,6.0,1.0,4.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0
electric-core.csv,1.0,0.0,1.0,46.0,6.0,1.0,8.0,3.0,0.0,4.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0
findbugs.csv,2.0,7.0,1.0,39.0,4.0,1.0,4.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0
img-browse-sort.csv,0.0,1.0,62.0,20.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
jparsec.csv,2.0,21.0,1.0,27.0,8.0,10.0,3.0,1.0,0.0,7.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0
moast.csv,0.0,2.0,62.0,9.0,49.0,0.0,53.0,3.0,0.0,83.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
mptvseries.csv,2.0,6.0,62.0,48.0,0.0,4.0,4.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0
mvnforum.csv,1.0,5.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,50.0,0.0,0.0,0.0,0.0
nosleepsoftware.csv,142.0,0.0,0.0,34.0,1.0,4.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0
ogre.csv,2.0,7.0,1.0,52.0,6.0,1.0,6.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0
openfrag.csv,0.0,13.0,17.0,13.0,0.0,4.0,5.0,0.0,0.0,3.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0
qdvdauthor.csv,1.0,15.0,62.0,10.0,5.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sumatrapdf.csv,3.0,9.0,6.0,19.0,1.0,0.0,5.0,0.0,0.0,8.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0
zxing.csv,2.0,5.0,26.0,22.0,2.0,5.0,3.0,0.0,0.0,4.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0
