,knowledge.csv,pentahoanalysistool.csv,betoffice.csv,ifmo-game-1.csv,voms.csv,sumatrapdf.csv,projecteqemu.csv
betoffice.csv,0.74,0.86,0.57,0.55,0.63,0.44,0.59
ifmo-game-1.csv,0.0,0.92,0.86,0.71,0.75,0.58,0.75
knowledge.csv,0.42,0.43,0.4,0.46,0.48,0.36,0.34
pentahoanalysistool.csv,0.45,0.56,0.65,0.68,0.83,0.84,0.67
projecteqemu.csv,0.42,0.57,0.83,0.65,0.83,0.49,0.51
sumatrapdf.csv,0.42,0.42,0.44,0.45,0.64,0.57,0.4
voms.csv,0.4,0.48,0.92,0.61,0.79,0.65,0.43
