,knowledge.csv,pentahoanalysistool.csv,betoffice.csv,ifmo-game-1.csv,voms.csv,sumatrapdf.csv,projecteqemu.csv
betoffice.csv,0.89,0.14,0.55,0.07,0.07,0.3,0.46
ifmo-game-1.csv,1.0,0.46,0.71,0.25,0.0,0.31,1.0
knowledge.csv,1.0,0.34,0.52,0.09,0.17,0.41,0.48
pentahoanalysistool.csv,0.94,0.49,0.5,0.04,0.14,0.21,0.36
projecteqemu.csv,0.96,0.31,0.5,0.16,0.0,0.45,0.67
sumatrapdf.csv,0.92,0.34,0.53,0.09,0.08,0.69,0.46
voms.csv,0.98,0.46,0.33,0.13,0.42,0.78,0.61
