,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,99.0,97.5,161.0,98.5,89.5,195.5,92.5,1276.5,130.5,596.0,94.5,96.5,607.5,475.5,97.5,92.5,197.5,453.0,194.0,384.5
aubit4gl.csv,69.5,84.5,235.5,0.0,96.5,377.5,29.5,644.0,106.0,122.0,424.5,221.5,0.0,461.5,97.5,116.5,197.5,137.5,191.0,94.5
bionote.csv,99.0,94.5,269.5,98.5,185.0,96.5,934.0,355.0,0.0,88.5,94.5,98.5,0.0,81.5,0.0,434.5,197.5,1197.5,183.0,98.5
bullet.csv,633.5,97.5,467.5,76.5,196.5,195.5,935.0,1199.0,520.0,184.0,98.5,98.5,427.5,383.0,97.5,1079.5,264.0,2494.0,291.5,197.5
customwars.csv,99.0,97.5,542.0,98.5,196.5,98.5,197.0,939.5,618.5,394.5,94.5,98.5,0.0,91.5,0.0,478.0,76.5,2341.5,95.5,262.5
findbugs.csv,99.0,97.5,377.0,55.5,96.5,96.5,553.0,821.0,819.5,184.0,94.5,98.5,1685.0,576.0,97.5,282.5,197.5,3437.0,291.5,488.0
frogatto.csv,99.0,97.5,753.5,98.5,196.5,197.5,296.0,1280.5,706.0,1303.5,98.5,98.5,5.5,482.5,97.5,380.0,197.5,3931.5,291.5,197.5
grisbi.csv,99.0,97.5,750.5,98.5,97.5,197.5,197.0,1580.0,2024.5,864.0,98.5,98.5,1488.5,580.0,97.5,1256.5,197.5,5047.5,291.5,197.5
lsb.csv,99.0,94.5,843.0,98.5,196.5,96.5,197.5,1214.0,517.0,790.5,97.5,98.5,691.0,383.0,97.5,186.0,78.5,3113.0,291.5,971.5
oscarmcmaster.csv,99.0,97.5,657.0,98.5,96.5,96.5,427.0,1367.0,110.5,1271.5,94.5,98.5,1683.0,577.0,97.5,283.5,197.5,2669.5,194.0,290.0
plearn.csv,99.0,97.5,89.5,81.5,91.5,194.5,286.0,1386.0,176.0,990.0,294.5,96.5,1258.5,666.5,97.5,257.5,98.5,2726.0,193.0,578.5
psrchive.csv,99.0,97.5,89.5,98.5,96.5,194.5,197.0,373.5,130.5,1047.0,94.5,96.5,364.0,377.0,97.5,583.5,197.5,846.5,93.5,191.0
re2c.csv,470.5,97.5,370.0,481.5,96.5,95.5,209.0,1580.0,388.5,474.5,98.5,95.5,1334.0,477.5,97.5,483.0,98.5,2835.5,192.0,867.0
rebecca-aiml.csv,99.0,97.5,467.5,98.5,97.5,96.5,380.0,1486.5,833.0,380.0,94.5,98.5,801.0,481.5,97.5,380.0,278.0,2188.5,291.5,675.0
rtrt-on-gpu.csv,854.5,90.5,650.5,942.0,196.5,197.5,197.0,617.0,118.5,559.5,242.5,98.5,1031.0,287.5,94.5,535.5,197.5,2689.5,95.5,98.5
stemkit.csv,714.0,97.5,615.5,98.5,97.5,98.5,1308.0,832.0,248.5,91.5,419.5,98.5,1860.5,515.0,97.5,380.0,442.0,1975.5,95.5,665.5
tcvp.csv,0.0,0.0,275.5,76.5,93.5,95.5,0.0,147.0,74.5,184.0,98.5,67.5,529.0,187.0,97.5,261.5,78.5,360.0,67.5,576.0
tktoolkit.csv,99.0,97.5,467.5,98.5,196.5,96.5,552.0,1391.0,1527.5,472.5,98.5,98.5,1248.5,577.0,97.5,380.0,196.5,3945.5,291.5,197.5
tycho.csv,99.0,97.5,283.0,178.0,88.5,95.5,248.5,1482.5,160.0,809.0,94.5,96.5,884.5,275.5,97.5,92.5,97.5,1153.5,290.5,483.0
xstore.csv,99.0,94.5,567.5,98.5,97.5,96.5,296.0,1822.5,1044.0,479.0,98.5,96.5,781.5,190.0,95.5,1259.5,197.5,3263.5,291.5,197.5
