,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.98,0.86,0.99,0.7
columba.csv,0.5,0.69,0.74,0.64
decidr.csv,0.46,0.43,0.46,0.45
jajuk.csv,0.44,0.42,0.5,0.57
