,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.29,0.08,0.62,1.0,0.0,1.0
exl.csv,0.28,0.24,0.33,1.0,0.11,0.91
opennms.csv,0.49,0.16,0.42,1.0,0.0,0.0
phet.csv,0.31,0.4,0.27,0.99,0.0,0.54
runuomondains.csv,0.21,0.17,0.43,1.0,0.4,0.85
