,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.05,0.98,0.15,0.34
columba.csv,0.53,0.14,0.27,0.98
decidr.csv,0.68,0.7,0.99,0.78
jajuk.csv,0.97,0.5,0.48,0.49
