,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.36,0.0,0.36,0.58
columba.csv,0.13,0.39,0.13,0.0
decidr.csv,0.43,0.47,0.01,0.59
jajuk.csv,0.0,0.74,0.18,0.14
