,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,2.0,0.0,0.0,4.0
columba.csv,3.0,13.0,2.0,0.0
decidr.csv,8.0,2.0,0.0,3.0
jajuk.csv,0.0,5.0,2.0,1.0
