,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.64,0.49,0.63,1.0,0.86,0.38,0.4,0.85,0.84,0.85,0.48,0.86,0.53
grafx2.csv,0.39,0.45,0.5,0.4,0.76,0.42,0.37,0.55,0.3,0.37,0.5,0.44,0.55
jahshakafx.csv,0.31,0.42,0.46,0.6,0.7,0.43,0.54,0.59,0.33,0.29,0.44,0.47,0.46
kftpgrabber.csv,0.57,0.73,1.0,0.92,0.65,0.64,0.91,0.71,0.79,0.88,0.29,0.79,0.73
kindb.csv,0.4,0.58,0.89,0.42,0.44,0.64,0.47,0.43,0.58,0.26,0.79,0.79,0.51
maya-work-in-progress.csv,0.8,0.8,0.71,0.47,1.0,0.69,0.25,0.54,0.38,0.35,0.74,0.76,0.56
netatalk.csv,0.39,0.71,0.8,0.96,0.72,0.64,0.6,0.65,0.38,0.51,0.71,0.43,0.56
nullc.csv,0.73,0.99,0.96,0.98,0.33,0.51,0.81,0.65,0.6,0.46,0.82,0.71,0.57
plee-the-bear.csv,0.36,0.64,0.31,0.96,0.8,0.73,0.44,0.68,0.64,0.73,0.61,0.62,0.6
reaper-ecad.csv,0.47,0.5,0.46,0.46,0.72,0.63,1.0,1.0,0.68,0.76,0.47,0.79,0.78
unimrcp.csv,0.58,0.53,0.5,0.56,0.63,0.43,0.44,0.39,0.54,0.35,0.47,0.51,0.55
unladen-swallow.csv,0.82,0.59,0.57,0.96,0.83,0.66,0.63,0.45,0.57,0.59,0.52,0.45,0.89
xmoto.csv,0.55,0.53,0.54,0.92,0.55,0.47,0.5,0.72,0.47,0.88,0.51,1.0,0.39
