,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,tcl.csv,decidr.csv,glas.csv
chipster.csv,0.17,0.71,0.59,0.48,0.5,0.94,0.97,0.25,0.11
decidr.csv,0.56,0.84,0.38,0.44,0.82,0.71,0.82,0.97,0.19
glas.csv,0.32,0.13,0.21,0.2,0.55,0.36,0.08,0.5,0.92
hatari.csv,0.49,0.71,0.97,0.84,0.71,0.61,0.77,0.52,0.32
ltp.csv,0.29,0.42,0.38,0.36,0.98,0.45,0.23,0.4,0.19
net-snmp.csv,0.98,0.68,0.28,0.2,0.61,0.47,0.44,0.61,0.51
opde.csv,0.8,0.68,0.76,0.96,0.62,0.39,0.9,0.58,0.19
powerfolder-.csv,0.15,0.97,0.14,0.08,0.07,0.15,0.26,0.19,0.0
tcl.csv,0.15,0.29,0.07,0.2,0.13,0.36,0.97,0.42,0.65
