,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,tcl.csv,decidr.csv,glas.csv
chipster.csv,0.22,0.48,0.46,0.5,0.57,0.97,0.7,0.37,0.14
decidr.csv,0.49,0.45,0.36,0.4,0.75,0.58,0.61,0.98,0.23
glas.csv,0.37,0.11,0.29,0.26,0.62,0.36,0.14,0.56,0.96
hatari.csv,0.49,0.48,0.98,0.52,0.72,0.51,0.6,0.56,0.38
ltp.csv,0.37,0.35,0.39,0.41,0.98,0.45,0.31,0.47,0.28
net-snmp.csv,0.99,0.45,0.37,0.25,0.66,0.43,0.44,0.62,0.58
opde.csv,0.56,0.45,0.54,0.94,0.64,0.4,0.65,0.57,0.28
powerfolder-.csv,0.25,0.97,0.24,0.12,0.12,0.23,0.36,0.3,0.0
tcl.csv,0.24,0.28,0.12,0.2,0.22,0.38,0.96,0.47,0.59
