,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,tcl.csv,decidr.csv,glas.csv
chipster.csv,0.89,0.59,0.88,0.57,0.77,0.06,0.8,0.76,0.93
decidr.csv,0.72,0.8,0.85,0.7,0.87,0.6,0.87,0.03,0.87
glas.csv,0.75,1.03,0.81,0.82,0.65,0.79,0.92,0.63,0.08
hatari.csv,0.66,0.6,0.03,0.79,0.64,0.65,0.81,0.64,0.73
ltp.csv,0.75,0.72,0.76,0.68,0.04,0.67,0.81,0.71,0.82
net-snmp.csv,0.02,0.64,0.74,0.83,0.66,0.72,0.77,0.6,0.51
opde.csv,0.87,0.64,0.87,0.06,0.85,0.72,0.86,0.71,0.82
powerfolder-.csv,0.85,0.03,0.86,0.93,0.94,0.86,0.76,0.82,1.0
tcl.csv,0.85,0.78,0.93,0.93,0.89,0.73,0.06,0.76,0.51
