,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,tcl.csv,decidr.csv,glas.csv
chipster.csv,0.29,0.37,0.38,0.52,0.66,1.0,0.54,0.69,0.21
decidr.csv,0.44,0.31,0.34,0.37,0.69,0.48,0.48,0.99,0.28
glas.csv,0.45,0.09,0.5,0.36,0.72,0.35,0.6,0.63,1.0
hatari.csv,0.49,0.36,1.0,0.38,0.74,0.44,0.49,0.61,0.44
ltp.csv,0.5,0.3,0.41,0.47,0.98,0.45,0.47,0.57,0.54
net-snmp.csv,1.0,0.34,0.57,0.33,0.72,0.4,0.45,0.63,0.68
opde.csv,0.43,0.34,0.42,0.92,0.65,0.41,0.51,0.56,0.54
powerfolder-.csv,0.86,0.97,1.0,0.25,0.53,0.48,0.59,0.65,0.0
tcl.csv,0.75,0.27,0.4,0.19,0.63,0.41,0.95,0.53,0.55
