,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv
crisscross.csv,0.81,0.85,0.05,0.88,1.0,0.84,0.86,0.83,1.03,0.8
cubefs.csv,0.71,0.51,0.59,0.61,1.03,0.75,0.65,0.0,1.02,0.68
iaml.csv,0.55,0.67,0.62,0.64,0.51,0.69,0.02,0.65,1.17,0.72
ivataopenportal.csv,0.75,0.68,0.82,0.73,1.05,0.03,0.73,0.81,0.41,0.72
mb-unit.csv,0.62,0.53,0.92,0.03,1.05,0.72,0.77,0.63,0.73,0.64
mvdsv.csv,0.99,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
nova.csv,0.59,0.0,0.65,0.68,1.09,0.74,0.74,0.72,1.15,0.74
openwbem.csv,0.04,0.81,0.82,0.96,0.83,0.88,0.72,0.74,0.71,0.64
xcmetadataservicestoolkit.csv,0.73,0.53,0.99,0.6,0.97,0.73,0.9,0.63,0.85,0.0
