,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.53,0.79,0.0,0.74
hibernate.csv,0.82,0.59,0.87,0.04
lamp.csv,0.0,0.93,0.93,0.92
thout.csv,0.8,0.09,0.78,0.69
