,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,14.0,1.0,0.0,8.0
hibernate.csv,24.0,5.0,1.0,0.0
lamp.csv,0.0,0.0,0.0,0.0
thout.csv,12.0,0.0,0.0,13.0
