,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.74,0.57,0.25,0.3,0.64,0.31,0.53,0.57,0.98,0.19,0.63,0.26,0.13,0.31,0.56,0.29,0.41,0.69
encog-cs.csv,0.81,0.48,0.71,0.4,0.58,0.29,0.98,0.52,0.76,0.56,0.61,0.45,0.14,0.39,0.55,0.72,0.34,0.54
geochat.csv,0.21,0.32,0.04,0.12,0.24,0.3,0.12,0.36,0.16,0.53,0.24,0.4,0.31,0.04,0.55,0.3,0.95,0.71
ibatisdb.csv,0.47,0.47,0.56,0.37,0.41,0.14,0.22,0.35,0.1,0.49,0.3,1.0,0.21,0.31,0.27,0.67,0.27,0.18
inkscape.csv,0.61,0.47,0.99,0.31,0.53,0.26,0.2,0.12,0.12,0.15,0.16,0.11,0.24,0.29,0.04,0.31,0.21,0.51
jam-daq.csv,0.54,0.55,0.59,0.44,0.52,0.21,0.45,0.99,0.47,0.28,0.44,0.22,0.18,0.43,0.51,0.46,0.15,0.63
jhotdraw.csv,0.23,0.47,0.0,0.04,0.15,0.98,0.14,0.23,0.03,0.41,0.09,0.14,0.18,0.04,0.44,0.0,0.2,0.18
ninject.csv,0.0,0.6,0.09,0.03,0.15,0.36,0.16,0.12,0.08,0.22,0.3,0.63,1.0,0.03,0.26,0.0,0.17,0.34
ofbiz.csv,0.41,0.68,0.47,0.45,0.48,0.31,0.27,0.26,0.14,0.15,0.98,0.24,0.24,0.47,0.22,0.4,0.29,0.56
oorexx.csv,0.79,0.47,0.72,0.43,0.55,0.43,0.56,0.6,0.59,0.35,0.6,0.51,0.31,0.43,0.6,0.97,0.26,0.62
opentibia.csv,1.0,0.57,0.73,0.37,0.69,0.29,0.52,0.48,0.26,0.32,0.65,0.21,0.32,0.36,0.34,0.73,0.4,0.69
projectts.csv,0.57,0.57,0.57,0.42,0.99,0.25,0.43,0.56,0.66,0.4,0.65,0.54,0.14,0.42,0.53,0.64,0.18,0.65
retromenu.csv,0.18,0.98,0.17,0.39,0.19,0.16,0.28,0.23,0.21,0.16,0.32,0.13,0.2,0.43,0.21,0.29,0.15,0.08
roolo.csv,0.17,0.15,0.0,0.18,0.1,0.12,0.11,0.08,0.14,1.0,0.29,0.04,0.11,0.06,0.14,0.0,0.04,0.08
tango-cs.csv,0.53,0.43,0.46,0.44,0.46,0.28,0.45,0.55,0.38,0.27,0.34,0.35,0.17,0.44,0.97,0.58,0.36,0.45
trinitycore.csv,0.29,0.3,0.34,0.9,0.27,0.26,0.48,0.49,0.65,0.55,0.7,0.33,0.18,0.96,0.51,0.46,0.26,0.45
uface.csv,0.91,0.43,0.73,0.4,0.72,0.33,0.54,0.64,0.45,0.45,0.76,0.5,0.16,0.41,0.39,0.74,0.39,0.99
uwom-server.csv,0.34,0.41,0.39,0.91,0.48,0.31,0.43,0.65,0.63,0.26,0.59,0.07,0.18,0.85,0.46,0.27,0.23,0.48
