,vapor.csv,zscreen.csv,autoopencas.csv,mbse.csv,avisynth2.csv,lportal.csv,les-indemodables.csv,simplewebservices.csv,mplayer-ce.csv
autoopencas.csv,1.0,1.0,0.58,1.0,1.0,1.0,1.0,1.0,1.0
avisynth2.csv,1.0,0.78,1.0,1.0,0.0,1.0,0.97,1.0,1.0
les-indemodables.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.45,1.0,1.0
lportal.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mbse.csv,0.56,0.96,1.0,0.86,1.0,1.0,1.0,0.99,1.0
mplayer-ce.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
simplewebservices.csv,1.0,0.75,1.0,1.0,1.0,1.0,0.97,0.52,1.0
vapor.csv,0.57,0.47,1.0,1.0,0.98,1.0,0.98,0.63,1.0
zscreen.csv,1.0,0.21,1.0,1.0,1.0,1.0,0.97,0.99,1.0
