,vapor.csv,zscreen.csv,autoopencas.csv,mbse.csv,avisynth2.csv,lportal.csv,les-indemodables.csv,simplewebservices.csv,mplayer-ce.csv
autoopencas.csv,0.0,0.0,0.43,0.0,0.0,1.0,0.0,0.0,1.0
avisynth2.csv,0.0,0.24,0.0,0.0,1.0,0.0,0.03,0.0,0.0
les-indemodables.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.57,0.0,0.0
lportal.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mbse.csv,0.68,0.96,0.0,0.14,1.0,0.0,1.0,0.99,0.0
mplayer-ce.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simplewebservices.csv,0.0,0.89,0.0,0.0,1.0,0.0,1.0,0.53,0.0
vapor.csv,0.44,0.72,0.0,0.0,1.0,0.0,1.0,0.5,0.0
zscreen.csv,0.0,0.89,0.0,0.0,1.0,0.0,1.0,1.0,0.0
