,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.92,0.82,0.67,0.35,0.89,0.68,0.55,1.0,0.77,0.86,0.66,0.01,0.99,0.46,0.8
amateur-scrolls.csv,0.89,0.8,0.8,0.18,0.75,0.73,0.29,1.0,0.57,0.67,0.66,0.0,0.82,0.95,0.88
arianne.csv,0.83,0.73,0.45,0.38,0.56,1.0,0.37,0.92,0.78,0.7,0.64,0.01,0.61,0.23,0.78
bl-toolkit.csv,0.94,0.77,0.51,0.35,0.48,0.58,0.52,0.94,1.0,0.65,0.75,0.01,0.66,0.45,0.75
doomlegacy.csv,0.93,0.68,0.42,0.29,0.53,0.63,0.41,0.95,0.62,0.55,0.64,0.01,0.68,0.27,1.0
enlightenment.csv,0.87,0.73,0.49,0.34,0.63,0.52,0.54,0.98,0.73,0.76,0.98,0.02,0.63,0.42,0.82
fritzing.csv,0.84,0.72,0.54,0.31,0.99,0.56,0.57,0.94,0.77,0.7,0.64,0.01,0.64,0.48,0.84
gnukeda.csv,0.82,0.78,0.46,0.32,0.47,0.56,0.47,0.96,0.76,1.0,0.63,0.01,0.67,0.39,0.78
jlinalg.csv,1.0,0.72,0.37,0.32,0.49,0.57,0.46,0.93,0.76,0.72,0.65,0.01,0.7,0.33,0.73
knowledge.csv,0.93,0.73,0.31,0.28,0.43,0.6,0.41,1.0,0.71,0.65,0.59,0.01,0.64,0.35,0.73
massiv.csv,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
playerstage.csv,0.83,0.74,0.58,0.36,0.7,0.58,0.98,0.94,0.8,0.76,0.6,0.01,0.59,0.44,0.91
psycle.csv,0.91,0.99,0.51,0.33,0.58,0.54,0.43,0.98,0.73,0.64,0.69,0.01,0.65,0.36,0.77
superwaba.csv,0.9,0.83,1.0,0.39,0.64,0.64,0.57,0.95,0.83,0.72,0.68,0.01,0.66,0.4,0.81
wxcrp.csv,0.73,0.79,0.37,1.0,0.51,0.45,0.5,1.0,0.85,0.62,0.86,0.01,0.67,0.33,0.79
