,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.38,0.45,0.31,0.38,0.2,0.37,0.54,0.62,0.47,0.45,0.57,0.03,0.99,0.36,0.49
amateur-scrolls.csv,0.27,0.16,0.15,0.1,0.15,0.26,0.06,0.32,0.14,0.1,0.12,0.0,0.16,0.95,0.16
arianne.csv,0.44,0.46,0.47,0.48,0.6,0.97,0.28,0.55,0.65,0.47,0.28,0.01,0.38,0.28,0.45
bl-toolkit.csv,0.72,0.58,0.47,0.44,0.55,0.47,0.62,0.69,1.0,0.48,0.56,0.02,0.71,0.55,0.64
doomlegacy.csv,0.41,0.68,0.38,0.42,0.22,0.54,0.55,0.72,0.41,0.6,0.66,0.01,0.71,0.38,1.0
enlightenment.csv,0.76,0.58,0.53,0.44,0.61,0.49,0.66,0.8,0.68,0.59,0.99,0.03,0.55,0.45,0.64
fritzing.csv,0.73,0.61,0.53,0.38,0.98,0.48,0.61,0.81,0.59,0.61,0.66,0.02,0.67,0.55,0.61
gnukeda.csv,0.81,0.67,0.59,0.42,0.54,0.56,0.63,0.86,0.62,0.97,0.68,0.02,0.71,0.5,0.82
jlinalg.csv,1.0,0.64,0.47,0.44,0.63,0.67,0.6,0.88,0.8,0.69,0.64,0.02,0.64,0.48,0.77
knowledge.csv,0.67,0.74,0.31,0.42,0.37,0.55,0.57,1.0,0.77,0.71,0.7,0.02,0.69,0.51,0.79
massiv.csv,0.04,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
playerstage.csv,0.44,0.45,0.54,0.39,0.65,0.4,0.96,0.68,0.37,0.46,0.65,0.02,0.63,0.42,0.52
psycle.csv,0.75,0.98,0.64,0.45,0.65,0.57,0.53,0.92,0.69,0.58,0.6,0.01,0.68,0.47,0.77
superwaba.csv,0.68,0.45,0.98,0.47,0.64,0.51,0.58,0.76,0.75,0.62,0.41,0.03,0.53,0.56,0.64
wxcrp.csv,0.71,0.4,0.48,0.97,0.64,0.52,0.36,0.41,0.35,0.21,0.24,0.02,0.49,0.09,0.37
