,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,79.0,0.0,2.0,1.0
amateur-scrolls.csv,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,561.0,0.0,0.0,1.0
arianne.csv,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,168.0,0.0,10.0,1.0
bl-toolkit.csv,0.0,0.0,4.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,135.0,0.0,1.0,1.0
doomlegacy.csv,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,264.0,0.0,9.0,0.0
enlightenment.csv,0.0,0.0,8.0,11.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,95.0,0.0,2.0,0.0
fritzing.csv,0.0,0.0,5.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,129.0,0.0,3.0,0.0
gnukeda.csv,0.0,2.0,13.0,15.0,0.0,5.0,1.0,0.0,2.0,0.0,1.0,142.0,0.0,3.0,0.0
jlinalg.csv,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,235.0,0.0,10.0,2.0
knowledge.csv,0.0,0.0,4.0,11.0,4.0,2.0,1.0,0.0,3.0,0.0,0.0,279.0,0.0,5.0,1.0
massiv.csv,0.0,0.0,141.0,105.0,0.0,203.0,140.0,66.0,71.0,70.0,530.0,0.0,259.0,65.0,105.0
playerstage.csv,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,94.0,1.0,0.0,0.0
psycle.csv,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,218.0,0.0,2.0,0.0
superwaba.csv,0.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,91.0,0.0,2.0,0.0
wxcrp.csv,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,67.0,0.0,1.0,0.0
