,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.95,0.49,0.48,1.0,0.69
minig.csv,1.0,0.58,0.7,1.0,0.07
ossbuild.csv,0.21,0.6,0.41,0.81,0.24
rezilla.csv,0.74,0.11,0.33,0.28,0.0
webdriver.csv,0.11,0.71,0.7,0.0,0.53
