,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.25,0.4,0.81,0.47,0.43,0.59,0.43,0.5,0.54,0.47,0.59,0.0,0.0,0.0,0.65,0.42,0.82,0.52,0.0
fityk.csv,0.49,0.43,0.86,0.47,0.25,0.48,0.71,0.53,0.62,0.43,0.56,0.72,0.58,0.5,0.46,0.68,0.46,0.5,0.49
ivataopenportal.csv,0.47,0.62,0.7,0.23,0.39,0.74,0.57,0.38,0.6,0.44,0.62,0.0,0.0,0.49,0.27,0.5,0.73,0.4,0.09
lcfizvtop.csv,0.69,0.37,0.33,0.52,0.41,0.29,0.42,0.57,0.6,0.44,0.86,0.0,0.59,0.4,0.63,0.47,0.54,0.61,0.67
lite.csv,0.06,0.2,0.0,0.36,0.19,0.42,0.09,0.51,0.46,0.46,0.44,0.75,0.07,0.34,0.73,0.42,0.11,0.38,0.0
onotoa.csv,0.28,0.35,0.66,0.45,0.59,0.52,0.54,0.63,0.29,0.33,0.46,0.94,0.61,0.46,0.4,0.59,0.31,0.44,0.0
openwbem.csv,0.77,0.59,0.7,0.6,0.59,0.55,0.5,0.69,0.47,0.55,0.31,0.82,0.57,0.59,0.37,0.55,0.39,0.67,0.24
orc.csv,0.06,0.53,0.56,0.9,0.13,0.47,0.59,0.38,0.43,0.34,0.63,0.0,0.0,0.5,0.55,0.36,0.1,0.24,0.0
plato.csv,0.09,0.0,0.0,0.09,0.21,0.13,0.76,0.0,0.0,0.13,0.17,0.0,0.0,0.0,0.09,0.0,0.13,0.0,0.0
rodin-b-sharp.csv,0.58,0.02,0.0,0.49,0.15,0.11,0.54,0.26,0.22,0.84,0.56,0.0,0.0,0.34,0.0,0.02,0.43,0.23,0.0
ta3d.csv,0.82,0.18,0.2,0.43,0.45,0.44,0.32,0.33,0.14,0.36,0.11,0.0,0.04,0.35,0.24,0.13,0.28,0.56,0.82
tycho.csv,0.24,0.6,0.53,0.53,0.46,0.39,0.48,0.57,0.22,0.43,0.4,0.89,0.75,0.55,0.61,0.45,0.35,0.53,0.83
umber.csv,0.81,0.67,0.0,0.05,0.49,0.51,0.0,0.57,0.7,0.38,0.69,0.56,0.13,0.61,0.53,0.7,0.13,0.49,0.0
vienna-add-in.csv,0.59,0.46,0.55,0.4,0.73,0.54,0.48,0.57,0.34,0.33,0.11,0.8,0.68,0.69,0.49,0.48,0.25,0.53,0.0
wpdev.csv,0.09,0.05,1.0,0.05,0.09,0.0,0.0,0.4,0.13,0.0,0.0,0.56,0.17,0.0,0.21,0.0,0.38,0.0,0.0
xcmetadataservicestoolkit.csv,0.85,0.45,0.0,0.35,0.57,0.53,0.31,0.57,0.34,0.64,0.21,0.09,0.11,0.8,0.23,0.55,0.33,0.0,0.05
yarp0.csv,0.76,0.61,0.53,0.65,0.43,0.35,0.35,0.44,0.64,0.78,0.64,0.0,0.04,0.64,0.68,0.55,0.57,0.52,0.0
