,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.23,0.53,0.97,0.17,0.51,0.6,0.54,0.68,0.43,0.46,0.31,0.0,0.65,0.67,0.46,0.74,0.86,0.69,0.0
fityk.csv,0.45,0.52,0.9,0.21,0.64,0.59,0.89,0.69,0.46,0.37,0.32,0.05,0.61,0.76,0.39,0.74,0.53,0.58,0.02
ivataopenportal.csv,0.41,0.54,0.87,0.16,0.77,0.74,0.84,0.81,0.48,0.5,0.38,0.0,0.71,0.75,0.44,0.67,0.79,0.8,0.02
lcfizvtop.csv,0.55,0.36,0.43,0.17,0.47,0.36,0.55,0.7,0.45,0.39,0.56,0.0,0.64,0.5,0.44,0.59,0.6,0.82,0.03
lite.csv,0.08,0.25,0.81,0.27,0.25,0.44,0.13,0.64,0.34,0.4,0.22,0.05,0.11,0.44,0.58,0.49,0.16,0.47,0.0
onotoa.csv,0.17,0.51,0.83,0.14,0.72,0.55,0.69,0.74,0.2,0.29,0.26,0.12,0.74,0.56,0.29,0.7,0.4,0.53,0.0
openwbem.csv,0.53,0.55,0.87,0.21,0.77,0.59,0.74,0.81,0.35,0.52,0.25,0.06,0.61,0.68,0.31,0.76,0.46,0.74,0.02
orc.csv,0.07,0.5,0.67,0.48,0.18,0.51,0.76,0.49,0.46,0.33,0.38,0.0,0.0,0.76,0.42,0.45,0.14,0.33,0.0
plato.csv,0.41,0.53,0.99,0.18,0.81,0.68,0.84,0.88,0.46,0.52,0.32,0.03,0.71,0.84,0.41,0.8,0.8,0.81,0.02
rodin-b-sharp.csv,0.69,0.04,0.49,0.41,0.21,0.16,0.69,0.35,0.24,0.8,0.33,0.0,0.0,0.44,0.0,0.04,0.55,0.29,0.0
ta3d.csv,0.6,0.21,0.29,0.26,0.53,0.47,0.43,0.43,0.13,0.36,0.17,0.0,0.06,0.46,0.23,0.19,0.34,0.65,0.04
tycho.csv,0.16,0.5,0.7,0.25,0.53,0.6,0.59,0.78,0.19,0.36,0.27,0.08,0.78,0.66,0.47,0.53,0.43,0.61,0.04
umber.csv,0.79,0.55,0.84,0.19,0.62,0.52,0.91,0.77,0.53,0.55,0.38,0.04,0.18,0.77,0.37,0.78,0.79,0.74,0.0
vienna-add-in.csv,0.4,0.38,0.71,0.13,0.78,0.57,0.59,0.78,0.28,0.28,0.13,0.06,0.71,0.77,0.36,0.6,0.3,0.71,0.0
wpdev.csv,0.41,0.53,1.0,0.19,0.78,0.68,0.91,0.89,0.46,0.53,0.31,0.04,0.72,0.84,0.43,0.8,0.71,0.8,0.02
xcmetadataservicestoolkit.csv,0.67,0.39,0.98,0.15,0.64,0.57,0.42,0.68,0.25,0.56,0.11,0.03,0.16,0.86,0.22,0.62,0.39,0.81,0.02
yarp0.csv,0.52,0.52,0.69,0.22,0.51,0.4,0.73,0.56,0.57,0.65,0.36,0.0,0.05,0.76,0.54,0.62,0.76,0.65,0.0
