,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.22,0.88,0.5,0.81,0.34,0.42,0.12,0.69,0.74,0.8,0.67,0.47,1.0,1.0,0.68,0.86,0.24,0.75,0.67
fityk.csv,0.84,0.86,0.0,0.85,0.93,0.8,0.62,0.62,0.55,0.74,0.42,0.66,0.61,0.8,0.83,0.32,0.5,0.44,0.84
ivataopenportal.csv,0.84,0.69,0.5,0.94,0.88,0.28,0.75,0.88,0.74,0.85,0.75,0.63,1.0,0.8,0.93,0.77,0.53,0.88,0.98
lcfizvtop.csv,0.27,0.27,0.0,0.74,0.49,0.15,0.62,0.56,0.66,0.42,0.31,0.42,0.64,0.13,0.59,0.73,0.38,0.75,0.71
lite.csv,0.09,0.12,1.0,0.11,0.17,0.41,0.12,0.56,0.47,0.43,0.6,0.63,0.0,0.2,0.29,0.55,0.15,0.25,0.14
onotoa.csv,0.82,0.9,0.5,0.75,0.68,0.71,0.62,0.44,0.76,0.82,0.48,0.25,0.75,0.6,0.8,0.64,0.12,0.25,0.81
openwbem.csv,0.56,0.26,0.5,0.74,0.73,0.7,0.75,0.5,0.71,0.76,0.21,0.53,0.29,0.33,0.29,0.77,0.59,0.38,0.94
orc.csv,0.16,0.29,0.0,0.23,0.22,0.31,0.62,0.19,0.11,0.31,0.4,0.22,0.0,0.8,0.37,0.18,0.15,0.06,0.19
plato.csv,0.98,1.0,1.0,0.98,0.95,0.97,0.25,1.0,1.0,0.97,0.96,1.0,1.0,1.0,0.98,1.0,0.97,1.0,1.0
rodin-b-sharp.csv,0.0,0.01,1.0,0.08,0.07,0.06,0.62,0.38,0.16,0.14,0.4,0.53,0.04,0.2,0.02,0.0,0.76,0.44,0.03
ta3d.csv,0.38,0.18,0.0,0.18,0.41,0.34,0.62,0.38,0.32,0.26,0.0,0.02,0.0,0.0,0.2,0.18,0.44,0.56,0.52
tycho.csv,0.49,0.48,0.5,0.28,0.39,0.87,0.12,0.69,0.32,0.69,0.31,0.39,0.21,0.6,0.34,0.27,0.26,0.38,0.51
umber.csv,0.07,0.53,1.0,0.99,0.71,0.42,1.0,0.69,0.61,0.89,0.58,0.8,0.21,0.67,0.49,0.55,0.97,0.81,0.53
vienna-add-in.csv,0.67,0.6,0.5,0.81,0.32,0.68,0.38,0.69,0.39,0.51,0.08,0.56,0.57,0.4,0.76,0.73,0.47,0.75,0.47
wpdev.csv,0.98,0.99,0.0,0.99,0.98,1.0,1.0,0.88,0.97,1.0,1.0,0.8,0.96,1.0,0.95,1.0,0.88,1.0,1.0
xcmetadataservicestoolkit.csv,0.27,0.43,1.0,0.31,0.29,0.72,0.0,0.44,0.5,0.41,0.46,0.98,0.0,0.27,0.22,0.5,0.53,1.0,0.99
yarp0.csv,0.53,0.44,0.5,0.64,0.66,0.22,0.88,0.5,0.24,0.47,0.71,0.73,0.25,0.6,0.29,0.32,0.76,0.69,0.22
