,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.94,0.5,0.41,0.34,0.77,0.55,0.65,0.38,0.42,0.4,0.47,0.68,0.38,0.37,0.32,0.39,0.5,0.49,0.39
fityk.csv,0.34,0.52,0.43,0.33,0.47,0.48,0.42,0.44,0.41,0.46,0.46,0.35,0.5,0.39,0.39,0.41,0.57,0.38,0.31
ivataopenportal.csv,0.37,0.46,0.38,0.3,0.43,0.52,0.34,0.3,0.36,0.39,0.4,0.43,0.4,0.35,0.34,0.38,0.39,0.38,0.27
lcfizvtop.csv,0.43,0.69,0.71,0.32,0.38,0.59,0.35,0.31,0.32,0.42,0.48,0.4,0.37,0.5,0.31,0.44,0.43,0.36,0.3
lite.csv,0.83,0.99,0.46,0.95,0.8,0.57,0.75,0.44,0.56,0.5,0.62,0.42,0.5,0.53,0.57,0.6,0.91,0.75,0.93
onotoa.csv,0.49,0.52,0.44,0.39,0.54,0.63,0.47,0.47,0.56,0.56,0.54,0.69,0.46,0.61,0.49,0.44,0.86,0.67,0.35
openwbem.csv,0.41,0.46,0.39,0.35,0.45,0.5,0.41,0.44,0.42,0.41,0.69,0.41,0.41,0.46,0.76,0.39,0.44,0.37,0.3
orc.csv,0.9,0.51,0.42,0.6,0.94,0.61,0.41,0.64,0.7,0.59,0.42,0.69,0.0,0.36,0.43,0.56,0.9,0.75,0.95
plato.csv,0.34,0.49,0.39,0.3,0.41,0.43,0.56,0.36,0.39,0.4,0.39,0.35,0.4,0.33,0.37,0.35,0.36,0.41,0.28
rodin-b-sharp.csv,0.9,0.86,0.83,0.94,0.92,0.94,0.53,0.87,0.89,0.67,0.76,0.58,0.0,0.93,0.0,0.0,0.53,0.93,0.67
ta3d.csv,0.45,0.99,0.96,0.87,0.47,0.67,0.44,0.64,0.71,0.68,0.0,0.0,0.0,0.83,0.91,0.89,0.55,0.43,0.38
tycho.csv,0.71,0.59,0.43,0.72,0.56,0.52,0.74,0.43,0.73,0.58,0.53,0.5,0.56,0.42,0.61,0.58,0.69,0.46,0.52
umber.csv,0.53,0.44,0.38,0.29,0.49,0.43,0.42,0.38,0.32,0.4,0.43,0.33,0.9,0.39,0.36,0.33,0.35,0.37,0.38
vienna-add-in.csv,0.47,0.68,0.64,0.36,0.56,0.57,0.68,0.46,0.8,0.73,0.8,0.53,0.52,0.4,0.44,0.52,0.77,0.47,0.56
wpdev.csv,0.34,0.49,0.39,0.29,0.42,0.43,0.42,0.36,0.4,0.38,0.39,0.4,0.4,0.33,0.37,0.35,0.39,0.42,0.28
xcmetadataservicestoolkit.csv,0.47,0.78,0.39,0.69,0.68,0.49,0.91,0.59,0.62,0.62,0.79,0.36,0.67,0.38,0.92,0.5,0.61,0.41,0.28
yarp0.csv,0.39,0.47,0.45,0.38,0.54,0.51,0.4,0.55,0.53,0.45,0.48,0.42,0.88,0.41,0.45,0.4,0.42,0.45,0.74
