,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.25,0.37,0.99,0.1,0.7,0.6,0.94,0.8,0.3,0.34,0.2,0.0,0.52,0.65,0.32,0.66,0.87,0.68,0.0
fityk.csv,0.29,0.37,1.0,0.12,0.6,0.49,0.88,0.81,0.34,0.29,0.23,0.02,0.57,0.73,0.26,0.81,0.63,0.71,0.01
ivataopenportal.csv,0.27,0.4,0.99,0.09,0.68,0.74,0.85,0.81,0.33,0.36,0.23,0.0,0.56,0.72,0.28,0.65,0.75,0.7,0.01
lcfizvtop.csv,0.46,0.4,1.0,0.1,0.62,0.64,0.78,0.83,0.32,0.36,0.4,0.0,0.58,0.88,0.31,0.61,0.72,0.73,0.01
lite.csv,0.17,0.44,0.98,0.24,0.65,0.5,0.75,0.81,0.28,0.37,0.15,0.03,1.0,0.8,0.48,0.6,0.55,0.75,0.0
onotoa.csv,0.12,0.36,0.99,0.08,0.69,0.49,0.83,0.87,0.15,0.22,0.18,0.06,0.61,0.68,0.2,0.69,0.81,0.78,0.0
openwbem.csv,0.37,0.54,0.99,0.12,0.7,0.51,0.82,0.88,0.25,0.38,0.23,0.03,0.7,0.82,0.29,0.69,0.56,0.8,0.01
orc.csv,0.1,0.49,1.0,0.32,0.5,0.6,0.85,0.89,0.6,0.36,0.27,0.0,0.0,0.73,0.35,0.78,0.5,0.88,0.0
plato.csv,0.26,0.36,0.99,0.1,0.68,0.52,0.94,0.82,0.3,0.36,0.19,0.02,0.56,0.73,0.26,0.67,0.66,0.69,0.01
rodin-b-sharp.csv,1.0,0.71,0.96,0.39,0.77,0.62,0.83,0.74,0.33,0.77,0.24,0.0,0.0,0.8,0.0,1.0,0.57,0.5,0.0
ta3d.csv,0.45,0.32,1.0,0.19,0.68,0.56,0.72,0.79,0.14,0.41,1.0,0.0,1.0,1.0,0.27,0.56,0.52,0.7,0.02
tycho.csv,0.13,0.42,0.99,0.17,0.69,0.49,0.95,0.83,0.2,0.28,0.21,0.04,0.81,0.73,0.39,0.75,0.69,0.75,0.02
umber.csv,0.79,0.44,0.98,0.1,0.63,0.56,0.84,0.83,0.38,0.38,0.24,0.02,0.4,0.76,0.29,0.75,0.66,0.68,0.0
vienna-add-in.csv,0.27,0.31,0.99,0.07,0.83,0.51,0.86,0.83,0.25,0.26,0.2,0.03,0.64,0.83,0.24,0.62,0.47,0.68,0.0
wpdev.csv,0.26,0.36,1.0,0.1,0.66,0.51,0.84,0.84,0.3,0.36,0.19,0.02,0.56,0.73,0.28,0.67,0.63,0.68,0.01
xcmetadataservicestoolkit.csv,0.53,0.36,0.99,0.1,0.79,0.5,1.0,0.86,0.21,0.48,0.08,0.02,1.0,0.89,0.25,0.69,0.53,0.69,0.01
yarp0.csv,0.37,0.44,0.99,0.13,0.58,0.6,0.8,0.8,0.53,0.52,0.23,0.0,0.12,0.77,0.45,0.77,0.68,0.67,0.0
