,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.07,0.69,0.14,0.03,0.07,0.12,0.52,0.12,0.14,0.17,0.18,0.02,0.06,0.07,0.0,0.09,0.12
all-plasm.csv,0.55,0.8,0.66,0.47,0.35,0.58,0.57,0.34,0.44,0.5,0.42,0.61,0.51,0.0,0.55,0.59,0.53
applet2app.csv,0.79,0.74,0.47,0.4,0.84,0.51,0.01,0.81,0.54,0.35,0.68,0.44,0.31,0.8,0.81,0.8,0.47
autat.csv,0.24,0.31,0.33,0.84,0.17,0.16,0.13,0.18,0.23,0.4,0.11,0.3,0.0,0.37,0.32,0.07,0.11
autowikibrowser.csv,0.4,0.2,0.27,0.68,0.35,0.37,0.36,0.4,0.47,0.34,0.4,0.46,0.37,0.6,0.31,0.0,0.6
gbif-providertoolkit.csv,0.03,0.11,0.12,0.05,0.15,0.05,0.25,0.0,0.08,0.06,0.18,0.11,0.31,0.0,0.03,0.24,0.13
htmlunit.csv,0.16,0.17,0.24,0.08,0.23,0.07,0.17,0.1,0.0,0.15,0.06,0.05,0.12,0.1,0.11,0.11,0.06
kmatplot.csv,0.3,0.06,0.0,0.03,0.17,0.14,0.12,0.13,0.13,0.26,0.0,0.2,0.07,0.13,0.13,0.11,0.26
mcore3d.csv,0.53,0.34,0.29,0.69,0.54,0.02,0.57,0.66,0.71,0.4,0.47,0.38,0.72,0.83,0.19,0.56,0.6
nh3d.csv,0.01,0.0,0.11,0.0,0.06,0.04,0.09,0.0,0.0,0.04,0.01,0.13,0.06,0.0,0.03,0.07,0.03
qgo.csv,0.37,0.0,0.36,0.74,0.34,0.33,0.27,0.24,0.31,0.32,0.2,0.41,0.29,0.37,0.39,0.24,0.22
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reactos-mirror.csv,0.01,0.83,0.74,0.57,0.77,0.46,0.82,0.93,0.88,0.83,0.68,0.54,0.78,0.97,0.83,0.7,0.76
taokgame.csv,0.02,0.2,0.05,0.0,0.0,0.05,0.68,0.06,0.03,0.19,0.09,0.15,0.59,0.3,0.03,0.09,0.04
unbvision.csv,0.43,0.69,0.59,0.32,0.61,0.19,0.53,0.51,0.19,0.32,0.01,0.3,0.21,0.53,0.42,0.52,0.18
uwom.csv,0.78,0.49,0.45,1.0,0.43,0.39,0.26,0.37,0.19,0.37,0.09,0.16,0.26,0.23,0.6,0.41,0.0
wishmaster.csv,0.47,0.6,0.32,0.05,0.46,0.23,0.17,0.28,0.12,0.12,0.07,0.0,0.15,0.43,0.39,0.39,0.07
