,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.13,0.57,0.53,0.0,0.24,0.19,0.48,0.55,0.44,0.54,0.27,0.17,0.07,0.34,0.94,0.31,0.33
all-plasm.csv,0.48,0.43,0.49,0.85,0.84,0.54,0.51,0.53,0.35,0.35,0.57,0.47,0.28,1.0,0.32,0.49,0.6
applet2app.csv,0.47,0.59,0.49,0.71,0.39,0.54,0.97,0.5,0.63,0.37,0.47,0.39,0.42,0.52,0.46,0.5,0.42
autat.csv,0.33,0.53,0.51,0.49,0.0,0.2,0.32,0.25,0.55,0.88,0.31,0.59,0.84,0.27,0.48,0.29,0.42
autowikibrowser.csv,0.5,0.74,0.7,0.59,0.12,0.41,0.57,0.58,0.64,0.91,0.54,0.62,0.47,0.31,0.74,0.96,0.57
gbif-providertoolkit.csv,0.1,0.12,0.36,0.0,0.64,0.15,0.31,0.88,0.13,0.55,0.27,0.25,0.29,0.23,0.11,0.45,0.39
htmlunit.csv,0.26,0.34,0.35,0.0,0.34,0.11,0.33,0.17,0.95,0.7,0.09,0.0,0.07,0.28,0.57,0.31,0.18
kmatplot.csv,0.29,0.27,0.92,0.29,0.24,0.17,0.24,0.41,0.21,0.53,0.16,0.25,0.07,0.12,0.35,0.29,0.33
mcore3d.csv,0.6,0.34,0.32,0.45,0.41,0.99,0.57,0.58,0.43,0.2,0.3,0.46,0.39,0.5,0.19,0.7,0.48
nh3d.csv,0.02,0.0,0.2,1.0,0.65,0.1,0.17,0.0,0.02,0.2,0.09,0.17,0.07,0.12,0.0,0.0,0.28
qgo.csv,0.48,0.98,0.62,0.25,0.53,0.54,0.52,0.66,0.69,0.91,0.54,0.52,0.58,0.54,0.67,0.62,0.53
qtwin.csv,0.0,0.12,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
reactos-mirror.csv,0.95,0.49,0.53,0.65,0.53,0.59,0.48,0.26,0.37,0.51,0.57,0.54,0.53,0.13,0.47,0.6,0.53
taokgame.csv,0.01,0.24,0.12,0.0,1.0,0.12,0.53,0.17,0.02,0.54,0.31,0.0,0.64,0.51,0.07,0.09,0.29
unbvision.csv,0.46,0.64,0.56,0.91,0.54,0.31,0.53,0.5,0.55,0.79,1.0,0.33,0.35,0.51,0.24,0.41,0.47
uwom.csv,0.54,0.63,0.49,0.0,0.33,0.4,0.5,0.64,0.55,0.78,0.16,0.17,0.48,0.47,0.65,0.47,0.97
wishmaster.csv,0.45,0.48,0.32,0.29,0.51,0.35,0.21,0.24,0.28,0.38,0.04,1.0,0.22,0.22,0.29,0.33,0.11
