,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.51,0.48,0.44,0.0,0.25,0.73,0.34,0.47,0.56,0.01,0.32,0.67,0.2,0.75,1.0,0.71,0.41
all-plasm.csv,0.38,0.39,0.16,0.02,0.24,0.68,0.34,0.23,0.25,0.0,0.32,0.16,0.1,1.0,0.18,0.42,0.26
applet2app.csv,0.37,0.5,0.19,0.02,0.08,0.7,0.99,0.18,0.37,0.0,0.22,0.16,0.22,0.43,0.26,0.45,0.19
autat.csv,0.45,0.58,0.25,0.01,0.0,0.69,0.56,0.2,0.5,0.01,0.47,0.31,1.0,0.31,0.37,0.73,0.49
autowikibrowser.csv,0.45,0.76,0.37,0.01,0.03,0.69,0.46,0.23,0.4,0.01,0.32,0.24,0.22,0.25,0.49,1.0,0.23
gbif-providertoolkit.csv,0.6,0.43,0.38,0.0,0.33,0.83,0.37,1.0,0.38,0.02,0.32,0.3,0.16,1.0,0.53,0.58,0.43
htmlunit.csv,0.48,0.6,0.22,0.0,0.14,0.73,0.48,0.22,1.0,0.01,0.29,0.0,0.11,0.62,0.65,0.67,0.4
kmatplot.csv,0.36,0.78,1.0,0.1,0.12,0.68,0.48,0.36,0.4,0.0,1.0,0.2,0.17,0.33,0.48,0.65,0.23
mcore3d.csv,0.46,0.43,0.18,0.01,0.08,0.99,0.38,0.19,0.24,0.0,0.17,0.21,0.12,0.44,0.25,0.55,0.19
nh3d.csv,0.73,0.0,0.26,1.0,0.55,0.83,0.47,0.0,1.0,0.01,0.67,0.2,0.2,1.0,0.0,0.0,0.7
qgo.csv,0.45,1.0,0.28,0.0,0.15,0.77,0.5,0.36,0.51,0.01,0.47,0.22,0.31,0.5,0.41,0.67,0.39
qtwin.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
reactos-mirror.csv,0.99,0.49,0.18,0.01,0.11,0.73,0.36,0.16,0.29,0.0,0.27,0.2,0.2,0.4,0.29,0.48,0.22
taokgame.csv,0.36,0.46,0.33,0.0,1.0,0.8,0.34,0.33,0.25,0.01,0.5,0.0,0.23,0.53,0.4,0.38,0.66
unbvision.csv,0.41,0.52,0.19,0.03,0.11,0.75,0.37,0.17,0.54,0.01,0.97,0.18,0.26,0.41,0.17,0.38,0.4
uwom.csv,0.43,0.54,0.2,0.01,0.08,0.67,0.5,0.26,0.54,0.01,0.33,0.17,0.28,0.56,0.34,0.48,1.0
wishmaster.csv,0.39,0.42,0.16,0.06,0.12,0.74,0.37,0.14,0.48,0.01,0.14,1.0,0.23,0.24,0.22,0.38,0.27
