,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.93,0.19,0.57,0.25,0.56,0.28,0.67,0.0,0.63,0.96,0.59,0.35,0.69,0.31,0.59,0.54,0.47,0.66
fbmanager.csv,0.0,0.55,0.46,1.0,0.59,0.63,0.58,0.64,0.51,0.48,0.63,0.41,0.23,0.49,0.63,0.68,0.54,0.6
freenet.csv,0.0,0.54,0.49,0.35,0.61,0.52,0.98,0.44,0.5,0.58,0.55,0.72,0.36,0.21,0.56,0.61,0.54,0.59
geogebra.csv,0.0,0.18,0.32,0.0,0.48,0.28,0.52,0.13,0.34,0.42,0.31,0.29,0.46,0.11,0.3,0.21,0.51,0.95
google-caja.csv,0.27,0.52,0.56,0.68,0.55,0.49,0.59,0.54,0.53,0.72,0.99,0.58,0.73,0.52,0.76,0.59,0.64,0.73
hibernate.csv,0.0,0.26,0.55,0.28,0.53,0.19,0.53,0.32,0.33,0.45,0.33,0.42,0.39,0.41,0.57,0.14,0.97,0.57
illumination.csv,0.0,0.11,0.14,0.21,0.3,0.07,0.16,0.2,0.16,0.42,0.33,0.0,0.25,0.21,0.14,0.95,0.1,0.2
kindb.csv,0.85,0.54,0.53,0.5,0.63,0.4,0.54,0.66,0.69,0.55,0.62,0.6,0.96,0.57,0.77,0.39,0.53,0.76
officefloor.csv,0.95,0.24,0.49,0.46,0.55,0.19,0.44,0.07,0.93,0.37,0.43,0.29,0.54,0.55,0.3,0.14,0.47,0.29
paintown.csv,0.0,0.97,0.43,0.46,0.69,0.49,0.62,0.52,0.63,0.6,0.63,0.51,0.68,0.48,0.6,0.27,0.6,0.69
poormans.csv,0.95,0.48,0.51,0.21,0.56,0.59,0.6,0.13,0.5,0.35,0.32,0.35,0.07,0.0,0.98,0.44,0.35,0.52
qlc.csv,0.0,0.19,0.23,0.18,0.16,0.17,0.13,0.95,0.0,0.13,0.06,0.07,0.11,0.11,0.11,0.0,0.05,0.27
repositorium.csv,0.86,0.32,0.43,0.44,0.59,0.45,0.65,0.07,0.7,0.68,0.72,0.66,0.48,1.0,0.71,0.48,0.51,0.65
sevenupdate.csv,0.0,0.05,0.63,0.13,0.0,1.0,0.64,0.13,0.48,0.57,0.53,0.13,0.0,0.0,0.4,0.09,0.53,0.6
sqlpower-library.csv,0.65,0.62,0.63,0.46,1.0,0.47,0.62,0.44,0.5,0.53,0.71,0.65,0.63,0.48,0.66,0.38,0.59,0.71
triplea.csv,0.0,0.58,1.0,0.52,0.72,0.61,0.63,0.52,0.59,0.55,0.59,0.52,0.74,0.3,0.58,0.64,0.57,0.64
yarp0.csv,0.0,0.39,0.44,0.45,0.58,0.41,0.68,0.43,0.43,0.5,0.46,0.95,0.62,0.31,0.44,0.21,0.56,0.52
