,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.07,0.25,0.62,0.3,0.65,0.38,0.72,0.0,0.1,0.96,0.68,0.33,0.76,0.3,0.46,0.34,0.44,0.47
fbmanager.csv,0.0,0.55,0.51,1.0,0.68,0.78,0.69,0.4,0.05,0.51,0.72,0.33,0.69,0.16,0.37,0.41,0.39,0.38
freenet.csv,0.0,0.54,0.61,0.37,0.75,0.72,0.99,0.3,0.05,0.58,0.65,0.57,0.44,0.13,0.4,0.35,0.44,0.39
geogebra.csv,0.0,0.24,0.42,0.0,0.66,0.39,0.6,0.17,0.11,0.51,0.4,0.35,0.56,0.1,0.35,0.25,0.39,0.97
google-caja.csv,0.02,0.52,0.72,0.68,0.64,0.68,0.66,0.22,0.06,0.72,0.99,0.43,0.79,0.18,0.46,0.36,0.46,0.46
hibernate.csv,0.0,0.32,0.63,0.36,0.7,0.28,0.62,0.2,0.08,0.51,0.43,0.38,0.49,0.32,0.5,0.12,0.98,0.35
illumination.csv,0.0,0.14,0.2,0.27,0.39,0.12,0.21,0.19,0.08,0.5,0.42,0.0,0.31,0.11,0.15,0.97,0.13,0.16
kindb.csv,0.04,0.59,0.58,0.53,0.71,0.51,0.61,0.29,0.09,0.58,0.71,0.45,0.97,0.27,0.6,0.28,0.45,0.56
officefloor.csv,0.09,0.27,0.55,0.48,0.71,0.28,0.55,0.07,0.96,0.4,0.58,0.26,0.72,0.21,0.32,0.14,0.33,0.2
paintown.csv,0.0,0.97,0.48,0.53,0.77,0.68,0.69,0.25,0.07,0.6,0.72,0.39,0.74,0.21,0.42,0.19,0.45,0.44
poormans.csv,0.08,0.47,0.56,0.27,0.66,0.7,0.67,0.1,0.13,0.42,0.42,0.36,0.11,0.0,0.99,0.29,0.37,0.46
qlc.csv,0.0,0.25,0.29,0.24,0.23,0.25,0.2,0.97,0.0,0.17,0.1,0.11,0.16,0.13,0.15,0.0,0.07,0.3
repositorium.csv,0.04,0.34,0.73,0.46,0.84,0.62,0.76,0.04,0.09,0.71,0.82,0.51,0.58,1.0,0.49,0.3,0.43,0.4
sevenupdate.csv,0.0,0.65,0.7,0.69,0.8,1.0,0.77,0.24,0.06,0.64,0.72,0.46,0.81,0.2,0.37,0.35,0.42,0.36
sqlpower-library.csv,0.03,0.66,0.68,0.67,1.0,0.86,0.78,0.25,0.06,0.55,0.79,0.49,0.74,0.22,0.41,0.37,0.44,0.46
triplea.csv,0.0,0.59,1.0,0.55,0.8,0.76,0.74,0.26,0.06,0.55,0.71,0.4,0.79,0.12,0.34,0.37,0.42,0.44
yarp0.csv,0.0,0.46,0.5,0.48,0.68,0.52,0.74,0.23,0.04,0.52,0.55,0.97,0.7,0.15,0.3,0.21,0.4,0.37
