,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.97,0.99,0.89,0.49,1.01,0.96,0.83,0.78,0.79,0.7,0.78,0.37,0.44,0.82
boost-sandbox.csv,0.61,0.47,0.86,0.92,0.54,0.53,0.83,0.91,0.68,0.81,0.61,0.74,1.12,0.91
customwars.csv,0.56,0.62,0.89,0.6,0.83,0.8,0.76,0.51,0.63,0.75,0.6,0.86,0.36,0.64
dvd-create.csv,0.54,0.73,1.04,0.81,0.27,0.95,1.0,0.84,0.66,0.95,0.61,0.56,0.58,0.4
frogatto.csv,0.93,0.61,0.38,0.76,0.6,0.82,0.76,0.69,0.78,0.47,0.8,0.7,0.46,0.39
glelite.csv,0.97,0.91,0.79,0.94,0.84,0.79,0.98,0.62,0.94,0.75,0.86,0.98,0.72,0.04
go.csv,0.73,0.35,0.93,0.77,0.66,0.74,1.0,0.94,0.74,0.43,0.62,0.66,0.58,0.46
irplus.csv,0.53,0.85,0.42,0.68,0.79,0.83,0.61,0.53,0.59,0.51,0.48,0.6,0.31,0.81
lsb.csv,0.74,0.8,0.32,0.59,0.84,0.78,0.92,0.87,0.61,0.64,0.82,0.72,0.71,0.73
moving-pictures.csv,0.57,0.84,0.84,0.95,0.93,0.72,1.0,0.73,0.46,0.52,0.62,0.78,0.48,0.72
mpgravity.csv,0.76,0.46,0.93,0.67,0.65,0.82,0.28,0.97,0.72,0.64,0.75,0.96,0.48,0.75
plearn.csv,0.43,0.61,0.97,0.88,0.8,0.75,0.59,0.79,0.7,0.58,0.56,0.85,0.58,0.83
rebecca-aiml.csv,0.63,0.45,0.48,0.68,0.58,0.8,1.0,0.89,0.78,0.39,0.73,0.19,0.6,0.5
wxcode.csv,0.56,0.61,0.89,0.68,0.81,0.83,0.52,0.72,0.71,0.78,0.62,0.87,0.21,0.61
