,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.67,0.25,0.56,0.68,0.0,0.8,1.0,0.25,0.86,0.53,0.46,0.54,0.4,1.0
boost-sandbox.csv,0.37,0.79,0.16,0.32,0.87,0.82,0.17,0.13,0.5,0.54,0.43,0.27,0.0,0.97
customwars.csv,0.38,0.91,1.0,0.6,0.93,0.68,0.43,0.26,0.57,1.0,0.52,0.38,0.19,0.99
dvd-create.csv,0.4,0.68,0.17,0.5,0.97,0.73,0.0,0.16,0.52,0.51,0.42,0.4,0.12,0.99
frogatto.csv,0.29,0.7,0.76,0.56,0.85,0.7,0.26,0.18,0.51,0.7,0.39,0.31,0.17,0.99
glelite.csv,0.29,0.65,0.2,0.55,0.81,0.69,0.22,0.19,0.46,0.55,0.39,0.24,0.11,1.0
go.csv,0.32,0.84,0.14,0.53,0.88,0.76,0.0,0.15,0.46,0.73,0.42,0.32,0.12,1.0
irplus.csv,0.46,0.68,0.81,0.55,0.85,0.72,0.29,0.24,0.62,0.71,0.56,0.67,0.36,1.0
lsb.csv,0.28,0.59,0.51,0.6,0.81,0.76,0.25,0.14,0.63,0.57,0.36,0.28,0.09,1.0
moving-pictures.csv,0.43,1.0,1.0,0.43,1.0,0.73,0.0,0.16,0.67,0.65,0.42,0.92,0.2,1.0
mpgravity.csv,0.3,0.78,0.21,0.57,0.84,0.76,0.53,0.15,0.48,0.58,0.38,0.26,0.15,0.98
plearn.csv,0.48,0.94,0.08,0.42,0.77,0.71,0.32,0.12,0.48,0.68,0.46,0.21,0.25,0.97
rebecca-aiml.csv,0.44,0.82,0.38,0.57,0.94,0.68,0.0,0.15,0.51,0.74,0.39,0.71,0.11,1.0
wxcode.csv,0.43,0.86,1.0,0.55,0.93,0.86,0.35,0.25,0.53,1.0,0.59,0.19,0.3,1.0
