,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.64,0.1,0.0,0.65,0.17,0.16,0.49,0.23
apolloplayer.csv,0.46,0.68,0.82,0.38,0.44,0.7,0.49,0.73
k3d.csv,0.48,0.1,0.0,0.6,0.07,0.78,0.32,0.23
redshell.csv,0.32,0.41,0.0,0.58,0.76,0.49,0.47,0.42
rtb-team.csv,0.13,0.5,0.0,0.81,0.15,0.09,0.3,0.64
xreal.csv,0.1,0.2,0.0,0.38,0.26,0.39,0.02,1.0
xstore.csv,0.51,0.43,0.82,0.0,0.3,0.67,0.69,0.0
