,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.83,0.62,0.75,1.05,0.92,0.81,1.02,0.96,0.99,0.73,0.72,0.96,0.98,0.74
calcubetimer.csv,0.37,0.77,0.93,0.68,0.92,0.78,0.16,0.76,0.86,1.0,0.83,0.77,0.79,0.91
chaosrts.csv,0.81,0.67,0.79,0.89,0.64,0.85,0.72,0.9,0.66,0.78,0.78,0.26,1.01,0.83
chaperon.csv,0.73,0.88,0.53,0.76,0.65,0.1,1.01,0.99,0.67,0.42,0.88,0.89,0.85,0.66
dxengine.csv,0.51,0.81,0.38,0.58,1.0,0.77,1.21,0.64,0.69,0.96,0.8,0.79,0.71,0.67
emono.csv,0.74,0.88,0.63,1.0,0.93,0.62,1.01,0.76,0.7,0.82,0.82,1.01,0.79,0.52
factor.csv,1.0,0.82,0.85,0.89,0.83,1.0,0.54,1.0,0.87,1.0,0.76,0.99,0.15,0.91
jas.csv,0.96,0.83,0.59,0.5,0.48,0.75,1.27,0.86,0.63,0.19,0.81,0.81,0.71,0.91
jmoney.csv,0.25,0.7,0.57,0.83,0.6,0.56,0.36,0.81,0.77,0.51,0.78,0.53,0.81,0.89
jmonkeyengine.csv,1.01,0.97,0.81,0.68,0.44,0.91,0.91,0.98,0.97,0.99,0.96,0.71,0.65,0.99
matrex.csv,0.36,0.7,0.93,0.45,0.95,0.75,0.75,0.26,0.8,0.63,1.0,0.82,0.86,0.99
primefaces.csv,0.78,0.82,0.96,0.54,0.89,0.56,0.64,0.54,0.79,0.71,0.27,0.54,0.81,1.0
roolo.csv,0.83,0.54,0.61,1.07,0.91,0.85,0.48,0.87,0.29,0.95,0.84,0.89,1.08,0.78
sblim.csv,0.5,0.66,0.68,0.27,0.74,0.62,0.86,0.43,0.79,1.02,0.55,0.77,0.66,0.98
