,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.78,0.81,0.03,0.81,1.0,1.0,0.32,0.8
jicarilla.csv,0.03,0.0,0.91,0.0,0.0,0.0,0.03,0.41
optalgtoolkit.csv,0.19,0.35,0.09,0.44,0.57,0.63,0.24,0.66
ossim.csv,0.24,0.3,0.27,0.69,0.0,0.37,0.54,0.89
projectts.csv,0.66,0.49,0.06,0.69,0.86,0.68,0.54,0.02
sabbu.csv,0.69,0.62,0.09,0.75,0.86,0.21,0.46,0.11
vxl.csv,0.57,0.41,0.09,0.56,0.43,0.42,0.35,0.18
zact.csv,0.5,0.05,0.61,0.38,0.71,0.0,0.57,0.25
