,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.48,0.59,0.6,0.05
jajuk.csv,0.03,0.56,0.63,0.68
vapor.csv,0.92,0.88,0.04,0.86
zorannt.csv,0.72,0.09,0.83,0.77
