,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.69,0.29,0.46,0.97
jajuk.csv,0.98,0.31,0.43,0.58
vapor.csv,0.14,0.12,0.98,0.24
zorannt.csv,0.51,0.95,0.24,0.59
