,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.72,0.54,0.67,0.96
jajuk.csv,0.98,0.63,0.64,0.51
vapor.csv,0.1,0.16,0.97,0.17
zorannt.csv,0.52,0.93,0.35,0.51
