,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.74,0.64,0.52,0.65,0.02,0.85,0.72,0.6,0.64,0.49,0.67,0.75,0.63,0.88,0.89,0.64,0.69,0.53,0.58,0.59
autofac.csv,0.54,0.78,0.52,0.0,0.72,0.77,0.43,0.71,0.66,0.38,0.83,0.57,0.51,0.66,0.65,0.36,0.6,0.62,0.67,0.55
avisynth2.csv,0.97,0.96,0.98,1.0,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.99,1.0,1.0,1.0
azureus.csv,0.89,0.64,0.76,0.8,0.97,0.86,0.66,0.78,0.77,0.46,1.01,0.04,0.74,1.0,0.72,0.53,0.65,0.88,0.93,0.95
coot.csv,0.62,0.82,0.71,0.75,0.8,0.55,0.63,0.84,0.85,0.55,0.73,0.68,0.8,0.8,0.8,0.96,0.81,1.01,0.86,0.04
dsworkbench.csv,0.39,0.69,0.07,0.79,0.64,0.65,0.87,0.69,0.74,0.59,0.77,0.54,0.69,0.68,0.75,0.6,0.6,0.69,0.63,0.87
forester-atv.csv,1.12,0.0,0.86,0.97,0.97,0.91,0.94,0.75,1.0,0.76,1.0,0.84,0.95,1.0,0.86,0.88,0.88,0.94,0.96,0.93
freelords.csv,1.04,0.63,0.83,0.81,0.84,0.07,0.81,0.67,0.74,0.7,0.72,0.88,0.76,0.69,0.87,0.88,0.84,0.63,0.76,0.83
gabel.csv,0.9,0.96,0.94,1.0,0.95,0.99,0.88,0.97,0.95,0.0,1.0,0.86,0.93,1.0,0.86,0.92,0.94,1.0,1.0,0.98
geotools.csv,0.82,0.83,0.72,0.77,0.83,0.73,0.9,0.71,1.0,0.65,1.01,0.74,0.84,1.0,0.86,0.82,0.01,0.93,0.81,0.79
gephex.csv,0.76,0.81,0.81,0.72,0.71,0.66,0.68,0.8,0.95,0.49,0.93,0.69,0.7,0.81,0.76,0.79,0.57,0.61,0.04,0.9
google-collections.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jpaul.csv,0.51,0.47,0.54,0.69,0.75,0.83,0.0,0.66,0.81,0.48,1.03,0.51,0.69,0.36,0.74,0.57,0.71,0.89,0.87,0.87
mycila.csv,0.99,0.83,0.89,0.75,0.72,0.91,1.0,0.86,0.95,0.89,0.0,1.0,0.93,1.0,1.0,0.89,0.93,0.94,0.85,0.95
neodatis-odb.csv,1.14,0.6,0.79,0.75,0.81,0.85,0.91,0.03,1.0,0.91,1.0,0.9,0.74,1.0,0.8,0.87,0.81,0.74,0.81,0.79
octet.csv,0.91,0.54,0.69,0.73,0.9,0.92,0.66,0.74,0.75,0.78,0.8,0.5,0.79,1.0,0.0,0.7,0.85,0.83,0.8,0.98
pokenetonline.csv,0.26,0.64,0.78,0.67,0.77,0.55,0.51,0.81,0.56,0.57,0.59,0.72,0.0,0.68,0.68,0.5,0.6,0.85,0.87,0.57
scenemonitor.csv,0.36,0.83,0.62,0.53,0.74,0.67,0.76,0.73,0.03,0.71,0.81,0.64,0.64,0.71,0.68,0.6,0.78,0.51,0.73,0.71
servicestack.csv,1.3,0.67,0.55,0.53,0.95,0.9,0.46,0.68,0.8,0.57,0.98,0.54,0.66,0.52,0.6,0.54,0.75,0.06,0.96,0.67
twostep.csv,1.15,0.76,0.74,0.53,0.65,0.83,0.6,0.75,0.72,0.67,0.74,0.63,0.72,1.11,0.51,0.04,0.65,0.72,0.67,0.64
