,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,1.0,0.44,0.84,0.57,0.98,0.67,0.32,0.41,0.43,0.15,0.21,0.24,0.76,0.03,0.07,0.41,0.3,0.4,0.82,0.61
autofac.csv,1.0,0.45,0.87,1.0,0.81,0.71,0.48,0.35,0.7,0.18,0.14,0.35,0.86,0.07,0.16,0.63,0.35,0.44,0.67,0.63
avisynth2.csv,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0
azureus.csv,1.0,0.46,1.0,0.67,0.67,0.85,0.5,0.39,0.45,0.17,0.0,1.0,0.77,0.0,0.29,0.62,0.4,0.67,1.0,0.67
coot.csv,1.0,0.35,0.84,0.57,0.54,0.82,0.36,0.3,0.75,0.12,0.27,0.31,0.67,0.04,0.12,0.28,0.23,0.0,0.71,0.98
dsworkbench.csv,1.0,0.41,0.98,0.5,0.72,0.88,0.19,0.38,0.43,0.11,0.19,0.35,0.72,0.05,0.15,0.44,0.37,0.35,0.72,0.41
forester-atv.csv,0.0,1.0,0.88,1.0,0.67,0.67,1.0,0.48,0.0,0.14,0.0,0.45,0.75,0.0,1.0,1.0,0.33,0.5,0.43,0.75
freelords.csv,0.97,0.44,0.73,0.42,0.5,0.98,0.33,0.39,0.38,0.09,0.22,0.25,0.74,0.07,0.11,0.36,0.28,0.32,0.63,0.5
gabel.csv,1.0,0.33,1.0,0.0,0.75,1.0,1.0,0.33,1.0,1.0,0.0,0.57,0.8,0.0,1.0,0.67,0.71,0.0,0.0,0.5
geotools.csv,0.97,0.38,0.8,0.45,0.91,0.82,0.2,0.55,0.0,0.16,0.0,0.27,0.67,0.0,0.17,0.42,1.0,0.13,0.82,0.64
gephex.csv,1.0,0.32,0.72,0.46,0.59,0.83,0.43,0.29,0.33,0.13,0.09,0.44,0.72,0.03,0.11,0.4,0.38,0.32,0.99,0.35
google-collections.csv,1.0,0.39,0.76,0.47,0.56,0.74,0.29,0.35,0.38,0.08,0.18,0.26,0.71,0.05,0.12,0.37,0.28,0.27,0.63,0.52
jpaul.csv,1.0,0.57,0.85,0.9,0.83,0.82,1.0,0.4,0.57,0.16,0.0,0.39,0.71,0.2,0.18,0.57,0.29,0.29,0.9,0.41
mycila.csv,1.0,0.38,0.75,0.47,0.72,0.59,0.0,0.25,0.25,0.07,1.0,0.0,0.5,0.0,0.0,0.5,0.18,1.0,0.59,0.5
neodatis-odb.csv,0.95,0.52,0.71,0.43,0.48,0.64,0.18,1.0,0.0,0.04,0.0,0.3,0.7,0.0,0.1,0.29,0.29,0.28,0.56,0.51
octet.csv,0.95,0.51,0.89,0.67,0.75,0.54,0.55,0.56,1.0,0.09,0.4,0.39,0.87,0.0,1.0,0.73,0.26,0.21,0.71,0.25
pokenetonline.csv,1.0,0.45,0.77,0.52,0.51,0.82,0.45,0.3,0.48,0.11,0.25,0.27,1.0,0.07,0.13,0.5,0.37,0.29,0.58,0.61
scenemonitor.csv,1.0,0.42,0.8,0.59,0.55,0.76,0.34,0.33,0.95,0.11,0.15,0.32,0.75,0.05,0.15,0.46,0.28,0.38,0.63,0.54
servicestack.csv,0.88,0.43,0.83,0.68,0.75,0.62,0.56,0.38,0.8,0.13,0.06,0.35,0.79,0.07,0.25,0.8,0.27,1.0,1.0,0.57
twostep.csv,0.95,0.43,0.77,0.58,0.61,0.68,0.36,0.35,0.5,0.1,0.18,0.31,0.7,0.02,0.22,0.96,0.32,0.27,0.78,0.58
