,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,uface.csv
boost-sandbox.csv,0.11,0.16,0.44,0.27,0.55,0.25,0.79,0.35,0.44,0.48,0.81
bscwweasel.csv,0.08,0.16,0.49,0.39,0.5,0.32,0.51,0.36,0.32,0.54,0.73
capcode.csv,0.04,0.2,0.47,0.23,0.44,0.4,0.56,0.33,0.5,0.39,0.63
lamp.csv,0.4,0.35,0.36,0.22,0.42,0.26,0.68,0.44,0.36,0.53,0.62
nodal.csv,0.0,0.0,0.34,0.22,0.25,0.38,0.04,0.22,0.6,0.58,0.64
pydev.csv,0.65,0.24,0.43,0.23,0.65,0.26,0.46,0.38,0.33,0.66,0.74
retromenu.csv,0.02,0.22,0.36,0.32,0.67,0.15,0.77,0.21,0.21,0.31,0.38
smbopensoft.csv,0.81,0.18,0.34,0.2,0.39,0.18,0.76,0.28,0.5,0.4,0.72
stuproa-cims.csv,0.24,0.22,0.35,0.29,0.52,0.24,0.04,0.59,0.35,0.48,0.8
thout.csv,0.33,0.18,0.51,0.2,0.39,0.27,0.84,0.38,0.44,0.36,0.64
uface.csv,0.66,0.18,0.36,0.29,0.55,0.28,0.82,0.41,0.41,0.41,0.96
