,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,uface.csv
boost-sandbox.csv,2.0,20.0,1.0,19.0,10.0,11.0,2.0,3.0,1.0,2.0,0.0
bscwweasel.csv,1.0,4.0,2.0,9.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0
capcode.csv,1.0,12.0,2.0,37.0,6.0,1.0,2.0,6.0,0.0,1.0,0.0
lamp.csv,0.0,9.0,2.0,12.0,13.0,13.0,0.0,1.0,0.0,1.0,7.0
nodal.csv,199.0,142.0,1.0,12.0,11.0,8.0,0.0,13.0,2.0,1.0,0.0
pydev.csv,1.0,20.0,2.0,24.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0
retromenu.csv,0.0,15.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
smbopensoft.csv,0.0,10.0,22.0,35.0,13.0,15.0,1.0,6.0,3.0,0.0,2.0
stuproa-cims.csv,5.0,1.0,29.0,0.0,17.0,3.0,2.0,1.0,0.0,0.0,5.0
thout.csv,4.0,13.0,4.0,5.0,4.0,0.0,2.0,1.0,6.0,0.0,4.0
uface.csv,1.0,13.0,20.0,12.0,2.0,11.0,2.0,0.0,1.0,7.0,0.0
