,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.2,0.21,0.05,1.0,0.29,0.07
codeblocks.csv,0.35,0.48,0.99,0.36,0.52,0.49
dataobjectsdotnet.csv,0.28,0.14,0.45,0.33,0.49,0.98
n2cms.csv,0.97,0.21,0.35,0.12,0.41,0.32
nug.csv,0.51,1.0,0.39,0.55,0.02,0.44
uclmda.csv,0.4,0.38,0.5,0.67,1.0,0.44
