,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.93,0.53,0.88,0.86,0.72,0.92
codeblocks.csv,0.55,0.38,0.44,0.43,0.47,0.5
dataobjectsdotnet.csv,0.7,0.8,0.71,0.78,0.41,0.65
n2cms.csv,0.63,0.88,0.58,0.88,0.52,0.67
nug.csv,0.65,0.76,0.75,0.75,0.75,0.72
uclmda.csv,0.46,0.36,0.5,0.71,0.26,0.48
